Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Forensic Software Developer,-1,"Tnara Operations Group (TOG) is seeking a multiple deployable Forensic Software Developer to provide support in the form of application development, scripting, debugging, and value-added software development expertise to a digital forensic lab and malware reverse engineering section. The developer will maintain existing software and develop new software to customer specifications.

Developers will work with a variety of technologies including .NET (typically C#), Python, & SQL.

Must Have:

· Must be a US Citizen

· TS/SCI clearance

· Bachelor's degree in Computer Science or Electrical Computer Engineering

· Fluency in both high- and low-level programing languages, to include specifically C# and Python

· Fluency with a Hex editor

· Possess the ability to gather testable software requirements and to participate in the design of new software applications

· Execute with maintainable software processes, including Software documentation, source code versioning, and unit testing

· Be familiar with assembly languages

· Possess the aptitude for reverse engineering windows and mobile binaries

· Familiar with the Windows API and with IDA pro

· Must possess strong software development skills

· Key qualities: Self-motivated, Detail-oriented, Strong work ethic

· Capable of debugging software applications

· Able to quickly adapt to new situations and problems

· Able to operate in a mission-critical and time-sensitive environments

· No formal experience necessary, but some development experience is suggested; it does not need to be in a professional setting. We usually like to see that candidates have written a few substantial programs to give us confidence that they know what they are doing

TOG is an independently owned and operated CVE-Certified Service-Disabled Veteran Owned Small Business (SDVOSB) located in the Greater Tampa Bay Area. We provide innovative and sustainable solutions to help improve the operational effectiveness of our clients and partners.

Our team provides high quality service that are appropriate to the levels of experience and expertise analyzing, planning, advising, and conducting operations.

Job Types: Full-time, Contract

Pay: $100,000.00 - $120,000.00 per year

Benefits:
Dental insurance
Health insurance
Paid time off
Security Clearance:
Top Secret (Required)
Contract Renewal:
Likely
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",-1,"TNARA Operations Group, Inc","Tampa, FL",-1,-1,-1,-1,-1,-1,-1,-1
SAP Web Developer,-1,"SAP Web Developer

Job Details
Level
Experienced
Job Location
MO - Wentzville, MO
Position Type
Full Time
Education Level
4 Year Degree
Travel Percentage
Negligible
Job Shift
Day
Job Category
Information Technology
Description
RK Stratman Inc., a Harley Davidson licensee, is a global customized apparel provider that has been in the screen-printing industry for over 50 years. As a family owned and operated company, we take pride in who joins our team and are looking for people to grow within our business. We offer on the job training and resources to increase employee skillsets and promote growth. Come join a team committed to excellence and quality!

POSITION SUMMARY: The Web Developer is an exciting, new role that is responsible for the development and implementation of new software programs and features. This role will have the opportunity to tackle exciting and challenging projects, including the redesign of the company website to integrate a new ERP system. This position will receive on-site training with future consideration for remote work. If you have a background in web development and are a creative problem-solver, we want to hear from YOU!

Essential Functions and Objectives:
Designs, develops and implements new software programs and features.
Maintains and improves existing software.
Identifies, troubleshoots, and resolves site and application issues. Recommends and implements preventive measures to avoid future problems.
Recommends improvements to software and serve as a key collaborator in departmental initiatives.
Assesses and communicates issues of technological impact on business, measure and reports the level of service being delivered.
Collaborates across departments to identify and understand new website and application development needs.
Maintains knowledge of emerging technology and best practices in website and application design and development.
Qualifications
Education, Experience and Skills Required:
Expert knowledge of a ASP.NET MVC entity framework
Expert knowledge of Client-Side Scripting
Expert Knowledge of HTML5/CSS
Experience with SAP Business One integration/API
Experience with SAP Fiori apps
Experience with Umbraco CMS or similar products
Excellent UI/UX development skills
Solid software development process skills
IIS configuration, troubleshooting & administration, including security issues
SQL Server database design and implementation experience",3.7,"RK Stratman
3.7","Wentzville, MO",-1,201 to 500 Employees,1969,Company - Private,Miscellaneous Manufacturing,Manufacturing,$25 to $50 million (USD),-1
Software Engineer,-1,"Raytheon Intelligence & Space is supporting a U.S. Government customer on a large mission critical development and sustainment program to design, build, deliver, and operate a network operations environment; including introducing new cyber capabilities to address emerging threats. RIS is seeking an entry-level Software Engineer to support the design, development, and deployment of advanced cybersecurity capabilities.

Responsibilities include:
Collaborating within Agile Scrum teams as a software developer responsible for the design, test and implementation of advanced cybersecurity-oriented capabilities
Developing and performing automated builds, tests, and deployments
Performing individually and as part of a team
Performing software requirement analysis, derivation and allocation
Providing input to the software components of system design to include hardware/software trade-offs, software reuse, application security, and use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development
Preparing software documentation, as necessary, including user guides.
Required Skills:
U.S. Citizenship
Must have Secret clearance
Must be able to obtain a TS/SCI clearance
Must be able to obtain DHS Suitability
Demonstrated experience and/or familiarity with Java and related technologies
Demonstrated experience and/or familiarity with one of more of the following: Windows, Linux, VMware, AWS, Azure
Demonstrated experience and/or familiarity with one of more of the following: Agile development, DevOps, DevSecOps
Ability to create well-modularized, maintainable software and willing to follow group coding standards and design
Must be able to work collaboratively across agencies and physical locations.
Desired Skills:
Systems Administration experience
WSO2 experience
Demonstrated experience and/or familiarity with one of more of the following: Perl, Ruby, Python
Experience and/or familiarity with Continuous Integration / Continuous Delivery (CI/CD) along with experience with automated test tools such as Docker, Jenkins, Rational Team Concert, JIRA, Git, Chef, Ansible, Puppet, Junit, JMeter, RSpec, and/or Cucumber
Knowledge of frameworks such as Scaled Agile Framework (SAFe).
Required Education:
BS Computer Science, Computer Engineering, Computer Information Systems, OR Computer Systems Engineering. Two years of related work experience may be substituted for each year of degree level education.

Desired Certifications:
DoD 8570.1 IAT Level I
This position is contingent upon Customer approval.

DOMinoRIS

160642

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",3.6,"Raytheon Intelligence & Space
3.6","Dulles, VA",-1,10000+ Employees,2020,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
Senior Mulesoft Developer,-1,"Senior Mulesoft Developer

Capgemini Government Solutions (CGGS) LLC is seeking highly motivated and experienced Senior Mulesoft Developer with experience in J2EE, MuleSoft product suite, DevOps pipeline implementation, detailed requirements analysis, software design, development, testing, and deployment to join our team in the DC Metro Area to support our government clients.

The successful applicant will have the opportunity to apply and grow their skillset, work with a motivated and entrepreneurial team, engage with a wide range of stakeholders, and build CGGS’ capabilities to serve our clients.
As a Senior Mulesoft Developer, you will: *
Build and maintain integrations for multiple on-premises and/or cloud systems and capable of understanding business requirements, working with end users and developing and deploying the integrations.
Identify, analyze and develop interfaces and integration flows using Mule ESB Anypoint platform including Anypoint Studio, Mule Runtime, Connectors, Design Center and API management.
Explain complex technical issues to developers in an easy to understand manner and recommend clearly thought out solutions.
Develop solutions by designing system specifications, standards and programming.
Troubleshoot issues and provide bug fixes.
Contribute towards technical solution design.
Basic Qualifications*
U.S. Citizenship is required.
Eligible to obtain and maintain Government Security Clearance.
Minimum 3-4 years of hands-on experience with Anypoint Platform, DataWeave and API Management.
Minimum of 8 years of software development experience, Software integration and/or other ESB experience are a must.
MuleSoft Certified Developer certification.
Experience with various MuleSoft connectors.
Experience writing RAML specifications.
Experience on administrative aspects of Anypoint Platform.
Experience writing and running MUnit tests.
Good understanding of integration patterns and best practices.
Strong understanding and experience in using database programming including JDBC, and relational databases like SQL Server or Oracle.
Knowledge of Security, Logging, Auditing, Policy Management and Performance Monitoring and KPI for end-to-end process execution.
Good knowledge of SOA architecture and fluency in web service standards and technologies (XML, SOAP, WSDL, XSD, UDDI, REST).
Experience with JUnit, ANT, Maven, Artifactory, GitHub/BitBucket.
Excellent verbal and written communication skills.
Additional Qualifications*
Experience with Mule 4.
Experience in medium to large size implementations.
Senior level Java development experience.
Experience designing flows.
Strong knowledge of EAI/SOA best practices, development methodologies & standards
Solid Programming skills using J2EE, Design Patterns, JMS, SOAP / REST Web Services, XSLT, CXF, Spring Framework, etc.
Experience with Mule administration, configuration and tuning.
Demonstrated experience implementing Mule ESB architecture, rules, caching, etc.
Experienced troubleshooting Mule ESB, including working with debuggers, flow analyzers and configuration tools.
Experience with TDD and continuous integration and deployment using Maven, Jenkins, Subversion, Git, and/or comparable toolsets.
Background in agile and waterfall methodologies.
Strong documentation, analytical and problem-solving skills.
Company Overview*
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of client’s opportunities in the evolving world of cloud and digital platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in over 40 countries. The Group reported 2017 global revenues of EUR 12.8 billion. Capgemini Government Solutions, LLC (Capgemini GS) is a subsidiary of Capgemini focused on providing high quality services to the U.S. Federal Government. Learn more about us at _www.capgemini-gs.com_.

Capgemini has an entrepreneurial environment that embodies the following values: Honesty, Boldness, Trust, Freedom, Team Spirit, Modesty, and Fun. We offer a competitive benefits package to our employees.

Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

#cggsjobs #ondice #cb

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Work Location:
Multiple locations
Work Remotely:
Temporarily due to COVID-19",-1,Capgemini Government Solutions,"Columbia, SC",-1,-1,-1,-1,-1,-1,-1,-1
Industrial IoT System Integration Developer / Engineer,-1,"Industrial IoT System Integration Developer / Engineer*
BID Group*
Location: South Eastern US*
The BID Group of Companies is a North American leader in the design, manufacture and support of World Class equipment, services and turnkey solutions for the solid wood processing industry. BID Group serves primarily the North American market and offers the most comprehensive range of products available, producing everything from mechanical equipment and control systems to optimization systems equipped with digital machine vision and AI technology. The company integrates its products & technology to deliver fully automated production lines. BID Group has over 1500 employees working in our many divisions located around North America.

The OPER8 offering is an Industrial Internet of Things (IoT) platform with custom BID-designed architecture centered around PTC ThingWorx that connects to operations and business/IT data sources and orchestrates the data to drive efficiency, reliability, and uptime in our customer’s operations through the use of data visualization, data analytics, and custom IoT applications.

The Industrial IoT System Integration Developer / Engineer is a highly motivated professional working with the OPER8 team. As a key member of the team, the successful candidate will be responsible for designing, developing, and deploying various end to end production, throughput, asset health and quality control solutions for our customers. The successful candidate must be technically inclined and willing and able to learn new technologies as they are required. We’re a small but growing team of highly motivated professionals that feed on results. We strive to create a fun, flexible and rewarding work environment.

Responsibilities Include:
Deploying data connectivity software and customized Edge programming on-premise.
Working extensively with the cloud based IIoT platform to deploy and develop offerings.
Configuring cloud databases.
Building and QA of queries for KPI development and dashboarding.
Preparing design documentation for technical and non-technical audiences.
Contributing to the product development team by staying up to date on disruptive, breakthrough technologies and processes.
Working closely with customer reliability engineers, data analysts, electrical/automation groups, and management.
Ensuring customer satisfaction and foster loyalty to the BID Group.
Skills and Qualifications
Background and/or education in one of the following: electrical or software engineering or computer science or 4+ years of relevant work experience.
2+ years of experience with programming languages: Javascript, Python, Java, C or Shell.
2+ years of experience with databases is required: TSDBs, SQL variants or Mongo, TICK stack experience preferred.
Familiarity with communication protocols and web standards: HTTP, Websocket, REST, RPC, KepServerEx, CIP, OPC, Ethernet/IP, MQTT.
Understanding of OOP or other programming models: composition, inheritance, polymorphism, async, flow inversion of control.
Allen Bradley ControlLogix system knowledge is beneficial, but training is provided as required.
PTC ThingWorx knowledge is beneficial, but training is provided as required.
IT/computer networking skills are an asset: LANs, subnets, troubleshooting communication issues.
Methodical, able to pay close attention to detail, and possess excellent communication skills.
Flexibility in learning new technologies, often independently and under pressure.
Able to work independently and be results driven.
Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
Team-oriented -- cooperative and collaborative
This Job Is:
A job for which military experienced candidates are encouraged to apply
A “Fair Chance” job (you or the employer follow Fair Chance hiring practices when performing background checks)
A job for which all ages, including older job seekers, are encouraged to apply
A job for which people with disabilities are encouraged to apply
Company's website:
www.bidgroup.ca
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",2.9,"BID Group Technologies, US Inc
2.9",South Carolina,-1,201 to 500 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Senior Software Developer,-1,"Overview:

NCI is a leading provider of enterprise solutions and services to U.S. defense, intelligence, health and civilian government agencies. NCI's AI solution, Shai(tm), scales humans with artificial intelligence by empowering the workforce to meet their mission by using best in class AI solutions coupled with our exceptional service offerings. Working with strategic partners, NCI is committed to bringing commercial innovation to missions of national importance. NCI is a mid-tier systems integrator headquartered in Reston, VA, and operates at locations across the globe.

NCI has been designated a 2020 Military Friendly Employer by MilitaryFriendly.com

Responsibilities:

NCI: As a Senior Developer, you are responsible for providing software development support utilizing Agile Methodologies and best practices, defined in Agile Manifesto and 12 Agile Principles, and deliver refactored software and new capability that can be successfully implemented. You need proficient in both front and back end coding and performs tasks using Agile methodologies participating in creating user stories for business functionality, technical requirements, and defining acceptance criteria. In assuming this position, you will be a vital contributor to meeting NCI's mission: To deliver innovative, cost-effective solutions and services that enable our customers to rapidly adapt to dynamic environments as well as to expand our AI solutions.

Responsibilities:

Develop application software solutions using C++, Python, Java, and JavaScript
Provide Test-Driven Development practices for all User Stories
Support frequent iterations of code deployments using mature Agile DevSecOps processes and an established CI/CD pipeline on a Cloud environment.
Implement and maintain container configuration files to deploy microservices as shippable containers.
Ensure all work conforms to the Government standards, such as security, architecture, and design guidelines in accordance with each agreed upon Definition of Done.
Query, cleanse, and migrate data between legacy and modernized data sources using open source technologies.
Creating and updating required documentation; such as the System Design Document (SDD) and Interface Control Document (ICD)
Support the development of Unified Modeling Language (UML) artifacts
Support the Government in updating and sustaining platform as a Service (PaaS) inclusive of the PaaS SDK, CI/CD SDK, and CI/CD pipeline.
Write and execute load test scripts
Troubleshoot system issues related to software applications
Contributing to Agile ceremonies/meetings; providing demonstrations of code and contributing to the Agile team wherever required
Ensuring responsiveness of applications
Working alongside graphic designers for web design features
Seeing through a project from conception to finished product
Meeting both technical and consumer needs
Staying abreast of developments in web applications and programming languages
Qualifications:

Requirements:

U.S. Citizenship
National security clearance at the SECRET level
Bachelor Degree
8+ years of experience in software development using Open Source technology
1 year of experience mentoring software developers
2+ years of experience in software management and managing backlog requirements
Working experience with C++ and Python
Working knowledge of both front end and back end technology stacks
Working knowledge of web services environments
Knowledge of or working experience with CI/CD pipelines
Innovative thinking – ability to learn new tools and techniques and apply them to the program

Preferred Education and Experience:

Experience transforming large, government programs to the cloud
Written and verbal communications skills, including the ability to communicate solutions effectively to technical and non-technical audiences
Experience working in an Agile environment

Physical Requirements:

This position requires the ability to perform the below essential functions:

Sitting for long periods
Ambulate throughout an office
Ambulate between several buildings

It is the policy of NCI to provide equal opportunity in recruiting, hiring, training, and promoting individuals in all job categories without regard to race, color, religion, national origin, gender, age, disability, genetic information, veteran status, sexual orientation, gender identity, or any other protected class or category as may be defined by federal, state, or local laws or regulations. In addition, we affirm that all compensation, benefits, company-sponsored training, educational assistance, social, and recreational programs are administered without regard to race, color, religion, national origin, gender, age, disability, genetic information, veteran status, sexual orientation, or gender identity. It is our firm intent to support equal employment opportunity and affirmative action in keeping with applicable federal, state, and local laws and regulations. NCI is a VEVRAA Federal Contractor.",3.7,"NCI Information Systems Inc.
3.7","Reston, VA",-1,1001 to 5000 Employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Cloud Software Engineer (TS with Poly Required),-1,"Do you enjoy working in an environment that uses leading technologies in a fast paced environment? You will be developing prototypes answering new questions as well as providing better answers to existing questions Working in a variety of environments, the successful candidate will use leading edge technologies to develop analytics pulling data from multiple cyber sources, as well as classic SIGINT. These analytics will be used in standard presentation systems throughout the enterprise to support missions throughout the world covering a variety of subjects.. There are also opportunities to evaluate and work with new leading edge platforms, frameworks and technologies, all while working directly with the customer in a highly collaborative, integrated environment.

What you will like about this position…
Developing answers to questions via Java Map/Reduce, making them available via the corporate tool suites
Opportunities to research and work with multiple platforms for development
Working in a cohesive, small team environment
Basic Qualifications
At least five (5) years of general experience in software development/engineering, including requirements analysis, installation, integration, evaluation, enhancement, maintenance, testing, and problem diagnosis/resolution.
At least three (3) years of experience developing software with high level languages (such as Java, C, C++), developing software in UNIX/Linux (RedHat versions 3-5+), and software integration and testing (to include developing and implementing test plans and scripts).
At least two (2) years of experience with distributed scalable Big Data Store (NoSQL) such as H Base, CloudBase/Accumulo, Big Table, etc., as well as Map Reduce programming model, the Hadoop Distributed File System (HDFS), and technologies such as Hadoop, Hive, Pig, Etc.
Shall have demonstrated work experience with 1) Serialization such as JSON and/or BSON, 2) developing restful services, and 3) using source code management tools.
A bachelor’s degree in computer science, engineering, mathematics or a related discipline may be substituted for 4 years of general experience.
Active TS with Poly is required. Candidates without an active clearance will not be considered.

PCI is an equal opportunity employer with over 12 years supporting the customer, and partnerships with Amazon, Elastic and Microsoft Azure. We consider our employees our most valuable asset, prioritizing company culture and providing generous benefits.

We were founded on the principal that uncompromising personal integrity and ethics are the primary guides in all business situations. We believe that the company’s collective character is of utmost importance, the trust of our clients is sacred, and view reliability as a requisite quality in each of our professionals. PCI is centered on ensuring three principles are ingrained in everything that we do: Performance, Commitment and Integrity.",4.6,"PCI
4.6",Maryland,-1,201 to 500 Employees,2008,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),-1
Application Developer I *1 YEAR CONTRACT; MUST BE ABLE TO OBTAIN A SECRET CLEARANCE*,-1,"The successful Application Developer candidate will be working with our customer to develop internal application solutions (specifically around the program MIS/ERP solution) and tools for the benefit of our government customer. The Application Developer will draw upon a growing skill set and evolve their overall development and programming experience. The Application Developer will also be involved with client training and analyst activities related to the MIS/ERP applications and integrations they develop. The Application Developer will work closely with MIS/ERP Analysts to address future development requests.

Leverage popular collaboration tools and services to:
Baseline and track client requirements and understand how they translate to application features
Implement change management and configuration management processes
Support adherence to development methodology
Provide source and version control
Provide bug tracking
Implement testing and automation
Collaborate with MIS/ERP team members to understand and define specifications for areas where internal applications or interfaces can extend or integrate COTS solutions
Develop solutions that are at minimum forward compatible for migration into an Azure cloud environment as an IaaS implementation
Participate in peer or management code reviews as needed
Evaluate existing applications and integrations for maintenance or performance tuning
Adhere to any client or government security considerations pertaining to software development
Assist with the design and implementation of MSSQL Server databases and services associated with the MIS/ERP solution or integrations
Maintain and test developed solutions to ensure continued operation during and after COTS solution vendor provided software updates
Participate in an Agile methodology to prioritize and complete tasks in accordance with project timelines
Conduct functional, non-functional, unit, and integration testing at appropriate phases of development
Troubleshoot and debug applications
Write or assist technical writers with documentation that accurately represents application design and function

3+ years developing solutions to extend or integrate COTS business applications
Development of RESTful web services
Experience integrating data flows out of and between COTS solutions
Experience working with .NET Application Development, Javascript, HTML5, SQL, and TSQL
Lightweight applications and runtime SDKs
Web client and database application support, and performance tuning
Ability to work with non-English speaking clients via a translator",4.5,"Tsymmetry, Inc.
4.5","Melbourne, FL",-1,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
Sr. Software Engineer,-1,"Job Description:

This is a ""Funded"" position and work will start in October.

Torch Technologies, a 100% employee-owned company, is currently seeking qualified software development professionals with experience in agile development, continuous integration and CMMI processes. This employee will fill a critical role with a new DoD customer. Initial tasking will be supporting virtualization and testing of existing software at a Government Systems Integration Lab (SIL). A well-suited applicant will be a self-motivated individual capable of working independently within a multi-disciplinary team of contractors and government employees. They must also possess good oral and written communication skills. A successful candidate must be able to break down work and coordinate their team activities, mentor junior teammates, and coordinate activity with customers to ensure successful execution.

Job duties will include, but are not limited to:

Managing the execution of the software processes to include work flow and assignment of duties.
Mentoring junior team members.
Customer interface and requirements definition.
Ensuring software team compliance with product and best practices.
Object oriented software design, development, and maintenance.
Hardware/Software Integration.
Debugging issues with existing code bases.
Development of automated testing processes, unit test code and supporting toolsets.

Job Requirements:

Qualified candidates will have direct experience with the following:

Object Oriented Design and Programming (C++, Java, C#)
Scripting languages such as Python
Software testing
Modern Integrated Development Environments (IDE) such as Microsoft Visual Studio
Linux and/or Windows operating systems

Education and Experience Requirements:

B.S. or greater in Computer Science, Software Engineering, Electrical Engineering or other technical discipline is required.
Experience developing applications with object-oriented languages
Formal Software Engineering process experience",4.6,"Torch Technologies, Inc.
4.6","Patuxent River, MD",-1,1001 to 5000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
Web Designer/Developer,-1,"Job Description:

LCS is seeking a Website Designer/Developer who will work closely with our customers to design and develop websites that meet or exceed customer expectations. Our Website Designer/Developers are involved in all phases of a project's lifecycle and are routinely expected to take responsibility for guiding each assigned project to completion. We are looking for enthusiastic, talented website designers with creative ideas, technical expertise, and a strong desire to produce high-quality work in a timely manner.

Primary Responsibilities:
Designing and developing customer websites
Updating and maintaining our current corporate websites
Working with customers to define expectations and meet the goals of those projects
Creating website estimates and proposals
Working with design elements and front-end coding
Job Requirements:
BA/BS or equivalent work experience
Minimum of two years of professional website design/development
Ability to work in a team environment
The ability to work with a variety of customers and projects
Self-motivation and positive attitude
The ability to juggle multiple projects, prioritize work and meet deadlines
Strong attention to detail
The ability to consistently produce professional-grade, creative, and timely designs
Working knowledge of content management systems (WordPress knowledge preferred)
Professional web design skills (HTML, CSS, Javascript, JQuery, Photoshop, Illustrator, etc.)
Knowledge of RESTful API's (preferred)
**It is highly recommended to include a sample of your work or link to your portfolio**

Benefits:
Health, dental,& vision Insurance
401(K) with employer match
Profit sharing
9 paid company holidays
Life insurance
Paid medical leave/disability insurance
Contemporary office building
Wooded campus with nature trail
On-site fitness center
LCS Work Perks program
One of Cincinnati’s“Top Places to Work”
LCS is an Equal Opportunity Employer",3.9,"London Computer Systems
3.9","Cincinnati, OH",-1,201 to 500 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
LabVIEW Software Engineer/Developer,-1,"LabVIEW Software Engineer/Developer *
Full-time salaried position at our office in Old Lyme, CT
_US citizens only_* .
Job Description

The LabVIEW Software Engineer uses LabVIEW to design and develop software for turnkey products for the inspection and cleaning of fiber optic connectors. Applications involve a variety of technologies including Image Acquisition, Machine Vision and Motion control.

Desired Skills and Experience
Software development for automated test, Image Acquisition, Machine Vision and Motion control using LabVIEW software.

Requirements:
• BS in engineering or science, electrical engineering, MS a plus
• Minimum 4 years LabVIEW development experience, NI certification a plus
• Excellent verbal and written communication skills
• Fast and eager at learning and applying new technology
• Exhibits high qualities of being a great team player

Helpful Skills:
• Strong hands-on hardware troubleshooting and software debugging skills
• Experience developing software with LabVIEW OOP (object-oriented programming)
• Experience with any of the following: Image Acquisition, Machine Vision and Motion
• Experience building effective User Interfaces with LabVIEW
• Experience using Packed Project Libraries in LabVIEW
• Perforce experience a plus
About Us *
FiberQA develops and manufactures automated testing and cleaning equipment for fiber optic end face connectors. We are a small company in a large market that requires that we continually develop new applications and test equipment for a wide and ever-changing variety of products and fiber optic connector types. We offer PTO, health insurance and a 401k plan.

Visit us at www.FiberQA.com to learn more about our company and our products.

Please send your current resumé and availability for a full-time salaried position at our office in Old
Lyme, CT. *_US citizens only_* .

FiberQA, LLC. Proprietary Information.
10 Vista Drive, Suite 101 | Old Lyme, CT 06371 | www.fiberQA.com

Job Type: Full-time

Pay: $80,000.00 - $90,000.00 per year

Benefits:
401(k)
Health insurance
Paid time off
Schedule:
Monday to Friday
Experience:
LabVIEW: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Work Location:
One location
Work Remotely:
No",1.0,"FiberQA
1.0","Old Lyme, CT",-1,1 to 50 Employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,Less than $1 million (USD),-1
Senior Software Engineer,-1,"BSc in Computer Science required
Outstanding work ethic an absolute
Active code repository on github or equivalent a must
Some prior experience in the FinTech sector a plus
Interested to work on cutting edge technology in a small team with professionals who hold themselves to a higher standard. We move fast.
Needs to be well versed in all aspects of software engineering
LAMP is your strong suit
You don't shy away from sysadmin tasks and are comfortable on Linux, Windows and Mac
Lot's and lots of frontend happiness (CSS/JS/HTML plus frameworks like angular, react, vue, etc) and skills needed as well.
In love with API design, construction and consumption
Main languages: PHP, Python, JS, C/C++. You should be skilled enough to pickup any new languages required, quickly. We work with web, back-end and embedded code across engineers, so buckle up.
Mobile platform experience (Flutter, Swift or similar)
Strong understanding of Linux in particular and Security in general (nmap, ports, pen-testing etc)
Well versed in git, MySQL, bash and the regular basic dev chop sticks.
Comfortable with AWS, DO and similar hosting environment
Unit testing, CI, etc
But above all: anything that can be automated, will be automated.
We leave no stone unturned... server software, mobile software, python, data visualizations - candidate needs to be willing to get their hands dirty and enjoy it! Any experience scaling software from a small startup to a medium size company that would come in handy. Applicant needs to be able to think on their feet (cubicle specialization life this is not).

Very competitive salary with wide range of exciting projects but above average demands on integrity, attention to detail and work ethic. Byte Federal, Inc follows the SpaceX philosophy and shuns coporate bloat.

Due to our unique needs a candidate must be willing to relocate if not local. However, work from home option available down the road.

Job Type: Full-time

Experience:
software development: 6 years (Preferred)
PHP: 5 years (Preferred)
SQL: 5 years (Preferred)
Python: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Sarasota, FL (Required)
Work authorization:
United States (Required)
Application Question:
How would you work around a browser's sandboxing to trigger a program running in the background if you controlled the machine the browser is running on?
Additional Compensation:
Bonuses
Work Location:
One location
Benefits:
Paid time off
Work from home
Flexible schedule
Relocation assistance
Tuition reimbursement
Schedule:
Monday to Friday
Other
Company's website:
https://www.bytefederal.com/
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",-1,"Byte Federal, Inc.","Venice, FL",-1,-1,-1,-1,-1,-1,-1,-1
