,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
272,Software Engineer,-1,"Overview of the role:

We’re looking for a full-time Software Engineer with a passion for collaboration, problem-solving, and software development. As a Kazoo Engineer, you’ll be responsible for designing, building, and deploying features while working with other members of Kazoo’s engineering team. You’ll be using Node, React, MongoDB, Express, Postgres and other modern technologies.

What you'll do:
Write maintainable, extensible, performance-minded code (full stack)
Write reliable tests, review others’ code
Influence our product’s direction with your ideas and technical expertise
Support our customers by understanding their needs and improving our platform to meet them
What you’ll need to be successful:
Excellent written and oral communication skills
A strong desire to innovate, experiment, collaborate and learn
Ability to communicate technical problems concisely
High standards for quality and attention to detail
Minimum 3 years of application development experience required
Strong knowledge of JavaScript
Strong abilities with HTML and CSS, knowledge of HTML5, CSS3
Server-side experience working with Node
Modern front-end framework experience (React preferred)
Experience with relational and non-relational data stores such as Postgres and Mongo
Experience with AWS, S3, Heroku, GCP
Advocate for modern software engineering practices such as continuous integration, unit testing, and automated deployments
A proven track record developing production applications
Experience with agile software development processes such as scrum
Bonus points for:
DevOps knowledge is a plus
Experience in both creating and consuming GraphQL APIs is a bonus
Experience in Ruby on Rails is a big bonus",4,"Kazoo
4.0","Chicago, IL",-1,51 to 200 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
273,Software Engineer,-1,"Please do not apply through Indeed.*
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.*
What are we looking for?*
We are looking for a technically savvy Software Engineer with *good people skills* and the ability to pick up new business concepts and technologies.
Who are we?*
Raybeam Inc. is a software engineering consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past twenty years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, One Kings Lane, Disney and Beachbody.
What do we do?*
We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses and web applications, to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.
Who are we looking for?*
We seek a flexible, well-rounded software engineer with confidence and business acumen to join us.
What we’d like to see in you: *
· Breadth of knowledge - We move fast on small teams with a variety of technologies.

· Excellent communication skills - Be able to explain with confidence what you are doing and why to your teammates and to the client.

· Adaptability – You need to work with new technologies or deal with challenging situations. Be able to transform loose requirements into deliverable solutions.

· Problem Solving – You need to solve problems under pressure and adapt to new situations.
Experience or proficiency in several of the following is expected: *
· Database Management Systems—e.g. Postgres/Redshift, mySQL, Oracle, MS SQL

· Operating Systems – e.g. Linux and/or MacOS

· Scripting languages—e.g. Ruby, Python, Javascript

· Compiled languages—e.g. Scala, C++, C#, Java

· Other Technologies a plus: Docker, Command Line
What do you get from working for Raybeam?*
· The opportunity to work for a variety of Fortune 500 companies.

· Excellent resume builder due to the exposure to a variety of technologies and experiences.

· The chance to have input into business decisions of our clients.

· A fun, supportive work environment that promotes camaraderie and growth.

· The chance to travel and network with important figures in the industry.

· The opportunity to learn technologies that you’ve always wanted but never had the chance.
If you are interested in applying for the position please click on the link below to take a short quiz.*
http://careerseval.raybeam.com/sign\_in

\*Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates.

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
COVID-19 considerations:
Due to COVID, all employees are currently working remotely. When it is safe to do so, we will return to the office.

Education:
Bachelor's (Preferred)
Experience:
engineering: 2 years (Preferred)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
www.raybeam.com
Company's Facebook page:
https://www.facebook.com/RaybeamInc/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.8,"Raybeam, Inc.
4.8","Mountain View, CA",-1,51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
274,Senior Software Engineer,-1,"At PRA Group, Software Engineers will develop project design and coding to create customized solutions applying software engineering principles to support business needs. We are an industry leader, and these positions are for driven professionals who are willing to work in an agile software development environment.

Our positions will support expanding the scope and focus towards the development of new technology and proprietary products, as well as upgrades of existing applications currently developed in Visual Studio. Software Engineers with PRA Group will have the opportunity to foster relationships with high-performing teams to mentor and lead junior developers in advancing their skills and development along with working hand-in-hand with product owners, scrum masters, and other developers.
We strive for innovative success, and our engineers contribute to the following (but not limited to): *
Design, code, test and implement applications using ASP.Net Core, C# that interact with managed MS SQL Server databases
Configuring and deploying applications using Microsoft stack
Collaborate on architecture design sessions and code reviews
Participate in full development life-cycle from requirements gathering, estimating, design, development, and implementation
Perform Unit testing, quality control, trouble shooting, code review and standard data validation practices prior to production release
Support the documentation and cataloging of developed software applications
We are searching for Mid-level to Senior experienced Developers who are passionate, ambitious with solid working experience with any of the following to enhance software solutions:
Basic Qualifications: *
Bachelor’s Degree in IT or related field preferred or the equivalent amount of related experience required
Strong object-oriented programming skills and familiarity with software design patterns
Demonstrated (minimum 3 year) experience developing software using ASP.NET Core, C#, Rest API Development, CI/CD tools, SQL/TSQL, Microsoft SQL Server
Demonstrated experience in developing and executing test scenarios, scripts for unit, integration, regression, and functional testing
Experience in Agile and other standard SDLC processes
Self-starter, ambitious, and takes individual pride/ownership of work and projects
Strong and effective written and verbal communication skills
Preferred Qualifications: *
Bachelor’s Degree in Computer Science or related field preferred or the equivalent amount of related experience required
Demonstrated (minimum 5 year) experience developing software using ASP.NET Core, C#, Rest API Development, CI/CD tools, SQL/TSQL, Microsoft SQL Server
1+ years of experience in Python & AWS
Work Environment:

The noise level in the work environment is usually moderate as the employee works in a collaborative office environment, in an individual work station, using telephone and computer. Employee may be required to occasionally work evenings and weekends. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Disclaimer:

The above information on this description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job.

PRA Group (Nasdaq: PRAA), a global leader in acquiring and collecting nonperforming loans, returns capital to banks and other creditors to help expand financial services for consumers in the Americas and Europe. PRA Group companies collaborate with customers to help them resolve their debt and provide a broad range of additional revenue and recovery services to business and government clients.
PRA CARES*
Committed Accountable Respectful Ethical and Successful*
Job Type: Full-time

Pay: Up to $1.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee discount
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Experience:
CI/CD tools: 3 years (Preferred)
software development: 3 years (Preferred)
SQL/TSQL: 3 years (Preferred)
ASP.Net Core: 3 years (Preferred)
C#: 3 years (Preferred)
Work authorization:
United States (Required)
Company's website:
https://pra.wd1.myworkdayjobs.com/PRA_Careers/job/Norfolk-VA/Associate-Software-Engineer_19175
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",2.8,"PRA Group
2.8","Norfolk, VA",-1,1001 to 5000 Employees,1996,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
275,C++ Software Engineer - Radar,-1,"Are you looking for both a challenging and rewarding Software Engineering opportunity? We are looking for a Senior C++ Software Developer to join our Radar Software Product Line. Your mission will be to provide world class Radar Software to be used in military systems deployed at sea and on land. As a member of the Radar Software Product Line team, you will provide impact to programs across the companys portfolio. Our software teams employ an Agile software development methodology to rapidly design, code, integrate and test capabilities on a continuous basis into a mature solution for our customers. We strive for technical excellence by drawing upon a diverse workforce whose knowledge base covers the complete spectrum of modern computing languages and platforms.

U.S. Citizenship status is required as this position needs an active U.S. Security Clearance within one year of employment. This position can be filled in Tewksbury MA or Marlborough MA

Job Summary:

• Develop robust and scalable software in C++ running Linux or UNIX operating systems on a variety of computing platforms using Agile development methods.
• Design, implement, debug and problem solve Radar Software Applications while providing feedback to other team members.
• Help improve code quality by supporting software integration, verification and performing code reviews.
• Participate in brainstorming sessions and contribute ideas to our technology, algorithms and products.
• Work in a team environment with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution.
• Dive into difficult problems and successfully deliver results on schedule along with other duties as assigned.

Required:

• Bachelors degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, Software Engineering, or related STEM field.
• 6 plus years experience in Software Engineering to include:
Experience with C++ application code development and Linux/Unix
Experience developing software in a team based development environment
• Self-starter and ability to lead development, integration and test activities
• US Citizenship is required

Desired:

• Radar domain knowledge
•Software development experience in a DoD environment
•Broad real-time, multi-threaded software development experience
•Strong Object-Oriented Design Knowledge including UML
•Experience in Agile development methods, including Scrum, automated testing and continuous integration
•Familiarity with the following Software Tools: Rational Rhapsody, ClearCase, Rational Team Concert, Jenkins, DOORS, Google Test
•Strong problem solving ability
• Active Secret Clearance
•Master's Degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, or Software Engineering

168233

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",3.8,"Raytheon Missiles & Defense
3.8","Marlborough, MA",-1,10000+ Employees,2020,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
276,Software Engineer (TS/SCI w/Full Scope Poly),-1,"Company Description

At Optiv, we’re on a mission to help our clients make their businesses more secure. We’re one of the fastest growing companies in a truly essential industry.

In your role at Optiv, you’ll be inspired by a team of the brightest business and technical minds in cyber security. We are passionate champions for our clients, and know from experience that the best solutions for our clients’ needs come from working hard together. As part of our team, your voice matters, and you will do important work that has impact, on people, businesses and nations. Our industry and our company move fast, and you can be sure that you will always have room to learn and grow. We’re proud of our team and the important work we do to build confidence for a more connected world.",2.7,"Optiv
2.7","Fort Meade, MD",-1,1001 to 5000 Employees,2015,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),-1
277,Software Engineer,-1,"The Auctane Software Development team is empowered with enhancing, modifying, and maintaining features and functionality associated with the Auctane suite of software products.

The Software Engineer helps us provide real-time solutions for our customers when they need it the most. This role will function as a core member of our software engineering organization working within a cross-functional team to enhance, modify, and add functionality to our software platform and will report to the Director of Engineering.

Responsibilities:
Be an active contributor during design and implementation phases of the Software Development Lifecycle (SDLC)
Apply software engineering best practices while modifying/enhancing our software platform.
Attend and contribute to design review meetings
Offering input into the designs of product enhancements and third party integrations and documenting designs
Actively documents and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code.
Collaborate with other members of the software engineering team to develop shipping software products
Working closely with other developers and product managers throughout the SDLC
Being responsible for the design and implementation of new product features and enhancements with guidance and input from other team members
Writing tests to support any source code changes made by this individual, performing code reviews, and related activities that contribute to development and maintenance of the Auctane software.
Provide feedback to the team on product improvement ideas
Organize/catalog common problems and other pain points encountered by customers as well as ideas regarding improvements to common processes/workflows of Auctane users. These artifacts will ultimately serve as a starting point for conversations with product management in terms of needs and prioritization.
Other duties as assigned
Required Education and/or Experience:
Bachelor's degree in Computer Science, Information System, or equivalent years of relevant work experience
Four to Six (4-6) years of experience in software development role, preferably within the eCommerce or shipping software industries.
Skills and Knowledge:
Exceptional communication skills
Detail oriented with strong organization skills
Proven ability to prioritize work
Curious and driven with a problem-solving approach
Experience in an Agile software development environment
Understanding of advanced object oriented design and SOLID design principles
Understanding of UML diagrams (class diagrams, sequence diagrams, etc.) to communicate architecture and design concepts
Experience with creating and maintaining automated unit tests and integration tests in a test-driven development environment
Experience with source control systems and branching strategies
Strong understanding of SQL, relational database systems, and ORM frameworks
Demonstrates strong communication and team skills
Familiarity with shipping and/or shipping software is a plus
Displays a high degree of professionalism and contributes to the credibility of the company
Can be productive and self-motivated in a fast paced, highly collaborative environment
Uses time efficiently, possesses a solid work ethic and customer-focus
Acts with a sense of urgency, especially where customer impact and/or delays to shipping exists
High degree of intellectual curiosity and a thirst for knowledge - we're always looking for ways to improve our processes while continuing to produce high quality solutions for our customers
Computer/Software/Application Proficiency:
C#, .Net Core, Python, JavaScript, Typescript, SQL
AWS, Kafka, RabbitMQ, ElasticSearch, Docker, Kubernetes
Company Perks:

Competitive pay, 401k with company match, Medical, Dental and Vision Insurance, Employee Stock Purchase Plan, Educational Reimbursement, Commuter benefits, Discount programs, Inventor patent bonuses

Equal Opportunity Employer/Veterans/Disabled

If you are based in California, we encourage you to read this important information about the ShipStation Privacy Policy for California residents linked here.

#LI-JF1",3.4,"ShipStation
3.4","Austin, TX",-1,51 to 200 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
278,Software Developer,-1,"Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards!* Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Software Developer to support out Information Technology team.
As a full stack Software Developer at CFC, you will be exposed to all facets of the business and be encouraged to learn and develop skills both within and beyond your role. You’ll be working in the highly collaborative office developing and working with machine learning technology, surrounded by passionate, high-performing individuals to solve complex problems and make a meaningful impact on the business!
Essential Functions: *
· Designing, coding, testing, debugging, and supporting both Web and Windows Applications using a variety of Microsoft technologies, including .*Net, C# and SQL Server*.

· Working with *Amazon Web Services (AWS)* or a comparable cloud services provider

· Application development (coding & programming with *C#, SQL Server*)

· Developing, refining, and tuning integrations between applications. Analyzing and resolving technical and application problems

· Providing analysis & troubleshooting for production issues & code deployment activity

· Contributing to user interface design and development

· Learning new technologies and keeping abreast of existing technologies and applying these to a variety of projects as applicable.

· You will be encouraged to take initiative to find opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties.
The ideal candidate will have the following: *
· Bachelor’s Degree in Computer Science, Engineering or a related field; or equivalent education/experience in a computer science field

· Minimum 7 years' experience as a Software Developer, Software Engineer or similar role utilizing *Microsoft technologies*

· Strong experience with *C# programming language* and/or other .*NET languages*

· Knowledge of web service concepts (*REST, JSON, XML*).

· Knowledge of *SQL Server technologies* and experience developing database applications using SQL server.

· Strong *object-oriented programming* and design skills

· Familiarity with *Agile* development methodologies

· Demonstrated knowledge of Microsoft development technologies, including *.Net, C#, MVC.Net and SQL Server. and frameworks/systems (e.g. AngularJS, Git)*

· Experience with web services and web API development.

· Extensive experience with unit and integration testing.

· Experience analyzing and resolving technical issues.

· Knowledge of web technologies, such as HTML, CSS and Javascript.

· Ability to learn new languages and technologies

· Demonstrated understanding of projects from the perspective of both client and business

· Strong attention to detail

· Ability to meet deadlines and drive projects through to completion

· Resourcefulness and troubleshooting aptitude

· Strong critical thinking and problem-solving skills

Job Type: Full-time

Pay: $80,000.00 - $100,000.00 per year

Benefits:
401(k)
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 7 years (Preferred)
C#: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Wilmington, DE 19808 (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.1,"Continental Finance Company, LLC
4.1","Wilmington, DE",-1,51 to 200 Employees,2005,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
279,"Software Engineer, Full-Stack",-1,"We're looking for full stack web developer to help create a new web application that enables security analysts to understand their external network perimeter. We perform billions of network handshakes and DNS lookups per hour as well as consume external data feeds to maintain an up-to-date view of all hosts and networks on the Internet. You will help build the application and APIs that enable researchers and analysts to explore and draw security insight from this data. This spans building APIs and services on top of backend database like Elasticsearch, BigTable, and Spanner to working with frontend designers and developers to write Javascript code. You will be joining a small, energetic team in Ann Arbor, MI.

The types of things you'll do:

Develop customer-facing web apps in Node.js, Python, TypeScript/JavaScript, HTML, and CSS
Partner with product and design teams to build and launch new products
Collaborate with the data engineering team to translate Censys data into customer facing features
Design automated solutions for building, testing, monitoring, and deploying applications in a continuous integration environment.
Solve problems across multiple codebases and technologies
Desired Qualifications
Bachelor's degree in Computer Science or related field, or equivalent experience
3+ years of industry experience building web applications in HTML5, CSS, and Javascript Frameworks (e.g., Angular, React, Vue)
Experience with backend web frameworks (e.g., Rails, Django, Pyramid)
Experience with object- oriented languages (e.g., Python, Ruby, or Java)
Familiarity with SQL (e.g., PostgreSQL) or NoSQL stores (e.g., Cassandra)
We value diversity and are committed to creating an inclusive environment for all employees. Censys is an equal opportunity employer.",5,"Censys
5.0",Remote,-1,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
280,Controls Software Engineer (3-Month Contract),-1,"Job Title: Controls Software Engineer
Location: Wilsonville, OR
Department: Engineering
Job Type: 3-Month Contract
DWFritz
Since its inception, DWFritz Automation has been producing brilliant automation solutions for our clients. Four decades later, the market demand for automation combined with our world-class practices and cutting-edge technology has made DWFritz a leading provider in the field of automation.
One thing that hasn’t changed at DWFritz is our focus on our core values, which define how we collaborate across our U.S. and China facilities and how we promote innovation and openness to deliver solutions we can be proud of.
Our continued mission is to be a Great Place to Work, with structured activities to interact across teams, develop your skills, make an impact, and celebrate wins! If you are considering a new opportunity, we encourage you to check us out.

Your Challenge

The Controls Software Engineer will be responsible for assisting in the development of software for custom automation and robotic systems. These systems include features such as:
Real time PC control architecture.
Sophisticated machine vision software.
Sub-micron PID Servo motion control.
4 to 6-axis robot integration.
High Level Custom GUI.
2D and 3D Laser Metrology.
Your Responsibilities
Works with a team of other experienced and innovative engineers and technicians to develop first time, custom automated equipment.
Works on projects from the analysis of a client’s needs through component selection, control software design, programming, debug, installation, final buy-off with customer, and follow-on warranty/upgrade support.
Drives personal or company vehicle to customers’ facilities for project meetings, design reviews, start-up training, and follow-up review.
Your Qualifications
C#.NET/C++ programming skills (min 4 years of experience).
Proficient C#.NET GUI development skills.
Experience with Version Control Software (GIT, VSS, Subversion, etc.).
Experience with machine vision programming.
Schematic reading experience a plus.
Able to integrate into an existing software engineering team environment.
Able to use existing standards, procedures, and practices.
Excellent written and verbal communication skills.
Attention to detail and accuracy.
Ability to work under pressure to meet project deadlines in a multi-tasking environment.
Sense of urgency to meet project schedules.
Ability to maintain confidentiality.
PC-based machine controls.
Servo based motion control.
Use Microsoft software – Word, Excel, Outlook, PowerPoint, Visio, etc.
Must possess a valid driver’s license, acceptable driving record, and proof of current vehicle insurance.
Requires domestic/international travel for installation and support. Typically 3, 3-week trips/year.
Must be eligible for or have a valid passport.
Your Education and Experience
BSEE or BSME.
Minimum of 5 years recent automated machine controls experience (including hands-on debugging of real-time machine control software, electronics, and mechanical systems).
10 years additional experience will be considered in lieu of a degree.
Experience in Robotic hardware/software systems integration.
Equal Opportunity Statement
DWFritz is an equal opportunity employer. In accordance with applicable law, the company prohibits discrimination based on race, color, religion, creed, gender, pregnancy or related medical conditions, age, national origin or ancestry, physical or mental disability, sexual orientation, genetic information, uniformed service or any other consideration protected by federal state and local laws. Our commitment to equal opportunity employment applies to all persons involved in our operations and prohibits unlawful discrimination by any employee.
Sponsorship
DWFritz is not currently sponsoring work visas for this role. Authorization to work in the U.S. is required to be considered.",3.4,"DWFritz
3.4","Wilsonville, OR",-1,201 to 500 Employees,1973,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$50 to $100 million (USD),-1
281,SR .Net Programmer/Analyst,-1,"Quest Analytics seeks a self-motivated associate to join our growing company. As a team member of a company that builds unique datamining and CRM applications for the financial services industry, you will be exposed to all aspects of the business by helping develop and deploy banking business applications.

Quest is looking for an individual with 3+ years of professional development experience with strong Microsoft SQL skills combined with .Net Programming skills in C#.
C# Programming Language
Microsoft SQL Server (T-SQL)
.Net Core
Stored Procedures
jQuery
Telerik Controls
Java Script
SSIS
SSRS
If you have developed and/or deployed applications for either the Microsoft Surface or the Apple iPad, your skills would add even more value to the team as we have just deployed our mobile apps. Lastly, having worked in a banking environment is a plus. For more information on our products and services, see our website at https://www.quest-analytics.com

Job Type: Full-time

Pay: $55,000.00 - $110,000.00 per year

Benefits:
Health insurance
Paid time off
Retirement plan
Schedule:
8 hour shift
Monday to Friday
Experience:
.Net Core: 2 years (Preferred)
SQL: 3 years (Preferred)
Required travel:
25% (Preferred)
Relocation:
UAE (Preferred)
Security Clearance Required:
Confidential (Preferred)
Work Remotely:
Temporarily due to COVID-19",3.9,"Quest Analytics, LLC
3.9","Pittsburgh, PA",-1,51 to 200 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
282,C++ Software Engineer/Radar Software Product Line,-1,"Are you looking for both a challenging and rewarding Software Engineering opportunity? We are looking for an experienced Software Developer to join our Radar Software Product Line. Your mission will be to provide world class Radar Software to be used in military systems deployed at sea and on land. Our software teams employ an Agile Scrum process to rapidly design, code, integrate and test capabilities on a continuous basis into a mature solution for our customers. We strive for technical excellence by drawing upon a diverse workforce whose knowledge base covers the complete spectrum of modern computing languages and platforms.

U.S. Citizenship status is required as this position needs an active U.S. Security Clearance within one year of employment.

This position can be a Salary Grade G07 or Salary Grade G08 based on the candidate's qualifications as they relate to the skills, experience and responsibility requirements for the position and can be filled in Marlborough MA or Tewksbury MA.

Position Summary:
• Develop robust and scalable software in C++ running Linux or UNIX operating systems on a variety of computing platforms using Agile development methods.
• Design, implement, debug and problem solve Radar Software Applications while providing feedback to other team members.
•Help improve code quality by supporting software integration, verification and performing code reviews.
• Participate in brainstorming sessions and contribute ideas to our technology, algorithms and products.
• Work in a team environment to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution.
• Dive into difficult problems and successfully deliver results on schedule along with other duties as assigned.

Required:
• Bachelors degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, Software Engineering, or related STEM field.
• 2 plus years experience in Software Engineering
• Experience with C++ code development and Linux/Unix
• Experience developing software in a team based development environment
• US Citizenship is required

Desired:
• Radar domain knowledge
•Broad real-time, multi-threaded software development experience
•Strong Object-Oriented Design Knowledge including UML
•Experience in Agile development methods, including Scrum, automated testing and continuous integration
•Familiarity with the following Software Tools: Rational Rhapsody, ClearCase, Rational Team Concert, Jenkins, DOORS, Google Test
• Active Secret Clearance
•Master's Degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, or Software Engineering

Located on scenic Hagar Pond in Marlborough, our 168 acre facility has miles of nature trails, plus softball, basketball and volleyball courts to enjoy. It contains a large fitness center with full locker rooms, a dining center, research library and a fully staffed medical facility. Joining one of Raytheons employee resource groups enables our engineers to focus on networking, new hire outreach, career development and community service.

What We Offer: We offer a comprehensive and competitive benefits package to include Health and Wellness, Retirement Savings and Income Protection. A work/life balance is an important value at Raytheon Technologies. We provide programs that offer solutions to lifes challenges, including a variety of flexible work arrangements and paid time off. Programs are also available for dependent and adult care, family leave, college planning, counseling and personal convenience services. In addition, we offer educational assistance for approved courses or degree programs and certifications for skill enhancement. Our 9/80 work schedule also offers flexibility to help successfully balance work/life commitments.
167768

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",3.8,"Raytheon Missiles & Defense
3.8","Marlborough, MA",-1,10000+ Employees,2020,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
283,Full-stack Software Developer,-1,"Mavenlink is looking for a talented software developer for our Salt Lake City office! We've recently acquired new office space and have brand new roles available on the R&D team for talented engineers and developers.

As a Software Developer at Mavenlink, you’ll be part of our hugely collaborative development team working on our core Mavenlink and integrations products.. This team is unlike any you’ve seen as a developer - from the beginning, this team has been a beacon of collaboration for the company. Pair-programming, continuous learning, coaching and mentorships, full-stack development and weekly growth sessions are just a few of the ways we’ve created a one-of-a-kind culture for engineers where we’re actually hands-on instead of stuck in the silo!

Goals and Responsibilities

Mavenlink’s product is changing the entire services industry and engineering has a front-row seat. We’re not looking for more people to solve problems, we’re looking for more engineers to develop new features and provide thought leadership! Some of the things we’re working on together include:
Auto-scaled, self-healing production Kubernetes implementation
Developing a rich & sophisticated React component architecture
Evolving from a single Rails app to cohesive, decoupled services

Your Profile

You challenge the old trope of being a loner, you’re looking to be part of a team! It’s tough to grow and develop great ideas when you’re encased in the silo -you’re looking for a place to stretch. Maybe you’re sick of being used to only put out fires, or hate the idea of just being a maintenance engineer. Our culture defeats these by design! A great addition would bring:
3+ years of engineering production code
Stack alignment isn’t a requirement, but you have the ability to learn and adapt to our tech stack: Ruby / React-Redux / GraphQL",4.7,"Mavenlink
4.7","Salt Lake City, UT",-1,201 to 500 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
284,Software Engineer Intern,-1,"Position Software Engineer Intern
Req Code 96610
Location Kansas City
Full Time No
Job Overview The National
Association of Insurance Commissioners (NAIC) has an
exciting opportunity for a Software
Engineer Intern. We are looking for a team member who would enjoy working
for an organization that strives every day to support the public good and make
a difference. This position is located in the
NAIC’s state-of-the-art offices in Town Pavilion in the heart of downtown
Kansas City which includes great restaurants and top-notch entertainment
venues.
Responsibilities include:

This position will assist
the development team with assigned tasks, which may include but are not limited
to:

·

Creating
and/or maintaining formula meta data.
Creating and/or maintaining test
spreadsheets.
Running comparisons of calculated
results to test data and resolve differences.
Testing various software
components and results.


Skills and
Abilities:
Experience with
Linux/Unix, and Tableau is a plus.
Attention to detail and
take initiative.
Ability to work
independently.
Good communication and
customer service skills.
Possess great work ethic.


Requirements:
Candidates
must be working toward a degree in a computer-related field.
Experience with Excel and
SQL.
Must be able to work 20
hours per week during the academic semesters.
Compensation:

The hourly rate for this
position is $15/hour.

The
NAIC is proud to be an Equal Opportunity Employer

For
consideration, please apply online at:

http://careers.naic.org

Applicants for all positions are considered without regard to age,
race, creed, color, religion, sex, sexual orientation, gender identity or
expression, national origin or ancestry, marital status, pregnancy, genetic
information, military or veteran status, disability, or any other basis
protected by applicable law.",3.4,"National Association of Insurance Commissioners
3.4","Kansas City, MO",-1,201 to 500 Employees,1871,Nonprofit Organization,Membership Organizations,Business Services,$100 to $500 million (USD),-1
