Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Dishwasher/Prep Cook,-1,"Metz Culinary Management

JOB DESCRIPTION
Position*: Dishwasher
Immediate Supervisor*: Executive Chef
Scrape, stack, rack, wash and put away dishes. Operate dishwashing machine.
Perform other duties as requested by manager.
Duties and Responsibilities: *
• Cleanliness of dishwashing area—including the machine, tables, floors, and garbage cans.

• Report to work on time and follow company policies regarding personal appearance and uniform policy.

• Follow posted instructions for cleaning and de-liming machine.

• Perform duties and responsibilities in a safe manner.

Job Type: Full-time

Pay: $11.00 per hour

Benefits:
401(k)
Dental Insurance
Disability Insurance
Employee Discount
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Day shift
Holidays
Monday to Friday
Night Shift
Overtime
Weekends
Experience:
Dishwashing: 1 year (Preferred)
Application Question:
Must be willing to take a drug test
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
This Job Is:
A job for which military experienced candidates are encouraged to apply
Open to applicants under 18 years old, provided it is legally allowed for the job and location
Open to applicants who do not have a high school diploma/GED
A good job for someone just entering the workforce or returning to the workforce with limited experience and education
A job for which all ages, including older job seekers, are encouraged to apply
Open to applicants who do not have a college diploma
A job for which people with disabilities are encouraged to apply
Work Remotely:
No",-1,Metz Culinary Management-Washington And Jefferson,"Washington, PA",-1,-1,-1,-1,-1,-1,-1,-1
Truck Driver Class A,-1,"*JOB SUMMARY: *

Under the supervision of the Dispatch Coordinator, the Delivery Driver Class A will be responsible for delivering materials to job sites, assuring that the correct materials in the right quantities are placed carefully at the site. All employees are expected to be consistent in following company policies and procedures and safety guidelines; timeliness, quality, accuracy and thoroughness of work performed; attendance, dress, leadership, teamwork, honesty, integrity and respect for others.

*REQUIREMENTS: *

*Education* A high school education or equivalent is required.

*Experience* Prior experience in the building industry and delivery is desirable, but not required.

*Other* Requires Class A driver’s license with a clean driving record

Must be 21 or over

Requires current Medical Card

Must be able to pass pre-placement business math test, DOT physical and drug test and a background test.

*Typical Working Conditions: *

This position works outside constantly. An employee in this position will encounter high heat and very cold temperatures. Weather conditions encountered will be sun, rain and snow. An employee in this position will be handling treated lumber and may be exposed to fumes from these products. An employee in this position may also encounter mold.

*Equipment Used: *

This position requires an employee to use forklifts, chainsaw, panel saw, cutoff saw, bobcat, snow blower, shovels and other equipment as assigned.

*Essential Physical Tasks: *

This position requires constant lifting, bending, reaching, stacking, standing and other physical demands.

Job Type: Full-time

Pay: $23.00 per hour

Benefits:
* 401(k)
* 401(k) matching
* Dental insurance
* Health insurance
* Paid time off
* Vision insurance
Schedule:
* Day shift
* Monday to Friday

Experience:
* truck driving: 2 years (Required)

License:
* CDL (Required)

Trucking freight handling:
* Load/unload by hand

Type of Freight:
* Flatbed

Pay Frequency:
* Bi weekly or Twice monthly

Company's website:
* www.ttlco.com

Company's Facebook page:
* https://www.facebook.com/truckeetahoelumber/

Benefit Conditions:
* Waiting period may apply

Work Remotely:
* No",-1,Truckee Tahoe Lumber Company,"Truckee, CA",-1,-1,-1,-1,-1,-1,-1,-1
Kitchen Utility Worker,-1,"Description:

Williamsburg Landing, the area’s only CARF-accredited Life Plan Community, seeks Utility Workers to join our Dining Services Team. Utility Workers are responsible for kitchen cleanliness, sanitation operations, and coordination of tasks to ensure completion. Ideal candidates must be dependable, maintain positive interaction with residents, guests, and staff, be able to use safe operating procedures and exercise judgement, and possess a high level of motivation. Candidates must possess a sincere passion to work with seniors; experience in the senior living industry is preferred.

This position requires standing, walking, and bending throughout the entire work day and the ability to lift, stack and maneuver objects that may weigh 30 to 50 pounds. Valid VA Driver’s License (Non-CDL) is preferred as this position may be required to utilize company vehicles to transport linens across the facility.

Williamsburg Landing offers a comprehensive benefits package for all Full-Time (36+ hours/week) and Part-Time Plus (24-35 hours/week) employees that includes:

Health, Dental & Vision Insurance
Flexible Spending Account
403(b) Retirement Plan
529 College Savings Plan
Long-Term Care Insurance
Legal Resources
Paid Time Off
Holiday Pay
Corporate Wellness Program
Health Club & Spa Membership
Employee Education & Training Fund
Employee Assistance Program
Credit Union Membership

Part-Time (less than 24 hours/week) employees are eligible for the following benefits:

403(b) Retirement Plan
Corporate Wellness Program
Health Club & Spa Membership
Employee Assistance Program

JOB SUMMARY

The Utility Worker, under the direction and supervision of the Director of Dining Services or his or her designee, is responsible for ensuring the cleanliness of the kitchen and food storage areas and that all cooking and dining implements meet or exceed standards set by the Health Department and other regulatory agencies.

ESSENTIAL JOB FUNCTIONS

Washes and sanitizes all dishes, pots, pans and food preparation equipment
Empties kitchen garbage/trash and sanitizes containers as needed
Sweeps, mops and foams kitchen floor, refrigerator/freezer and storeroom as assigned
Assists Purchasing Coordinator as needed
Maintains cleanliness of all walls in kitchen and serving line area
Performs regular cleaning of heavy kitchen equipment
Assists in moving heavy equipment and furniture when needed
May transport linens, equipment, and foods between the Health & Rehabilitation Center and the Landing Building kitchens
Maintains positive interaction with residents, guests, and other Williamsburg Landing employees
Performs other duties as assigned
. Requirements:

QUALIFICATIONS

Must be at least 16 years of age; high school diploma or equivalent preferred; prior relevant work experience preferred; must obtain a Food Handler’s Card within 30 days of employment

KNOWLEDGE, SKILLS, AND ABILITIES

Ability to read, write, speak, and follow verbal and written directions; ability to maintain sanitation standards in dish room area; ability to regularly lift and carry 50 pounds; ability to stand and walk for a full shift (8 hours); ability to withstand temperature extremes and humidity

HOURS OF EMPLOYMENT

The Dining Services Department is a 7 day a week, 14 hour a day, operation. Employees are required to work on any day of the week according to the schedule and shift developed to meet the needs of the department.

LICENSE REQUIREMENTS

If transporting goods and materials, must have a valid Commonwealth of Virginia driver’s license.

Apply online at Williamsburglanding.org

EOE/Tobacco Free/Drug Free",2.9,"Williamsburg Landing Inc
2.9","Williamsburg, VA",-1,201 to 500 Employees,1985,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1
Senior Frontend Engineer,-1,"We are looking to add a Senior Frontend Engineer to our talented team of Engineers. We are targeting a Senior Engineer who seeks challenges, loves solving problems, and cherishes all things new and interesting under the tech sun. If you enjoy working in a startup environment having the ability to wear multiple hats and solving complicated tasks with fresh new ideas, we are the right place for you!

As a Senior Frontend Engineer with Soaren Management, you would work collaboratively with other members of the development team, executives, data science, marketing, and operations to understand user and business requirements. You would work individually and with your team to design, build, test and deliver technology to meet those requirements. You will be part of a cross-functional team that is responsible for the full software development life cycle, from conception to deployment. We are targeting people with the ability to write clean and functional code and can teach and mentor other engineers. You should have excellent communication skills and the desire to be part of a great team.
Responsibilities include: *
Write clean and functional code focused on React and/or VUE.js and JavaScript
Develop, scalable software using CSS, HTML, JavaScript, and jQuery
Solid understanding of OOP, design patterns, and data structures
Mentor and train junior Engineers on the team with support and code reviews
Have the ability communicate clearly and attend team meetings
Experience working in an Agile/Scrum environment
Build and maintain reusable code and libraries
Optimize applications for speed and scalability
Ability to work in a 24/7 uptime codebase environment
Ability to work with your product team to proactively identify problems and make technical suggestion on requirements
Areas of technical expertise should include: *
React
CSS, HTML, JavaScript, jQuery
JIRA or similar project management software
CI/CD
Bonus Points for: *
VUE.js
LAMP Stack
AWS
Twilio flex
Qualifications: *
Bachelor’s degree in Computer Science or similar or equivalent experience
5+ years of relevant experience
OUR COMPANY MISSION*
Soaren Management merges time-tested business practices with bleeding-edge proprietary technologies to deliver reliable, efficient and secure financial products and services. Our greatest strengths, technology and customer care, flow from the ingenuity, curiosity and integrity of our partners and employees.
VISION STATEMENT*
Soaren Management works toward a future where all consumers have broad and immediate access to a range of reliable, efficient, and secure financial products and services, expedited by constantly evolving technologies.
COMMITMENT TO OUR TALENT*
Soaren Management believes our success flows directly from our employees. Our employees are at the heart of our success. As such, it's in our best interest to provide all the support they need to succeed and thrive. For that reason, Soaren Management is expanding its search for fresh talent and developing our current talent. Our commitment to our team ensures value and service to our ever-growing customer base through hiring and growing our people-centric, diverse, and forward-thinking talent. We live in our values of Innovation, Superior Customer Care, Compliance, Community, Balance, and working by the Golden Rule.
Our benefits: *
Start-up company atmosphere with an established corporate structure
A fun, casual work environment that encourages innovative thinkers
A small executive team with promotion opportunities
Competitive annual salary
Company sponsored medical/dental/vision/life insurance/AD&D
401k with company matching
Unlimited Vacation
Paid Parental leave
Excellent work-life balance
Flexible schedule available
Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Relocation assistance
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Ability to Commute/Relocate:
Scottsdale, AZ (Preferred)
Experience:
JavaScript: 1 year (Preferred)
Work Location:
One location
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
People-oriented -- supportive and fairness-focused
Company's website:
https://www.soarenmanagement.com
Work Remotely:
Temporarily due to COVID-19",4.3,"Soaren Management
4.3","Scottsdale, AZ",-1,51 to 200 Employees,2015,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
"$740 per week + $1,500 sign-on bonus - Full-Time Warehouse Operator",-1,"Warehouse Associate - $1500 Sign-On Bonus

Hourly pay rate:$15.50 - $18.50* plus a $1500 bonus**
The base pay for this role is $15.50/hr. Earn $3/hr extra for the 1:30am and 2:30am shifts through Dec 31 2020.
* Limited-time Opportunity
Part-time and full-time hours are available.This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week.Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Location: Channahon

Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Training is provided, no experience necessary.

It's no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You'll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page .

Reasons you'll love working at Amazon:
$1500 sign-on bonus
Paid time off
401(k) savings plan
Holiday pay opportunities
On-the-job training and skill development
Employee Assistance Program

Check out what some of our employees have to say about their jobs:
https://www.amazondelivers.jobs/about/culture/

Candidates must be 18 years or older with the ability to understand and adhere to all safety guidelines and regulations.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us .",3.9,"Amazon
3.9","Naperville, IL",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
"$1,500 sign-on bonus + $740 per week Full-Time Warehouse Operator",-1,"Warehouse Associate - $1500 Sign-On Bonus

Hourly pay rate:$15.50 - $18.50* plus a $1500 bonus**
The base pay for this role is $15.50/hr. Earn $3/hr extra for the 1:30am and 2:30am shifts through Dec 31 2020.
* Limited-time Opportunity
Part-time and full-time hours are available.This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week.Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Location: Channahon

Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Training is provided, no experience necessary.

It's no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You'll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page .

Reasons you'll love working at Amazon:
$1500 sign-on bonus
Paid time off
401(k) savings plan
Holiday pay opportunities
On-the-job training and skill development
Employee Assistance Program

Check out what some of our employees have to say about their jobs:
https://www.amazondelivers.jobs/about/culture/

Candidates must be 18 years or older with the ability to understand and adhere to all safety guidelines and regulations.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us .",3.9,"Amazon
3.9","Braceville, IL",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
"$740 per week - Full-Time Warehouse Operator - $1,500 sign-on bonus",-1,"Warehouse Associate - $1500 Sign-On Bonus

Hourly pay rate:$15.50 - $18.50* plus a $1500 bonus**
The base pay for this role is $15.50/hr. Earn $3/hr extra for the 1:30am and 2:30am shifts through Dec 31 2020.
* Limited-time Opportunity
Part-time and full-time hours are available.This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week.Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Location: Channahon

Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Training is provided, no experience necessary.

It's no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You'll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page .

Reasons you'll love working at Amazon:
$1500 sign-on bonus
Paid time off
401(k) savings plan
Holiday pay opportunities
On-the-job training and skill development
Employee Assistance Program

Check out what some of our employees have to say about their jobs:
https://www.amazondelivers.jobs/about/culture/

Candidates must be 18 years or older with the ability to understand and adhere to all safety guidelines and regulations.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us .",3.9,"Amazon
3.9","Romeoville, IL",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
"$720 per week + $1,500 sign-on bonus - Full-Time Warehouse Operator",-1,"Warehouse Associate - $1500 Sign-On Bonus

Hourly pay rate:$15.00 - $18.00* plus a $1500 bonus**
The base pay for this role is $15/hr. Earn $3/hr extra for the 2:30am shift through Dec 31 2020.
* Limited-time Opportunity
Part-time and full-time hours are available.This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week.Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Location:Crest Hill

Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Training is provided, no experience necessary.

It's no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You'll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page .

Reasons you'll love working at Amazon:
$1500 sign-on bonus
Paid time off
401(k) savings plan
Holiday pay opportunities
On-the-job training and skill development
Employee Assistance Program

Check out what some of our employees have to say about their jobs:
https://www.amazondelivers.jobs/about/culture/

Candidates must be 18 years or older with the ability to understand and adhere to all safety guidelines and regulations.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us .",3.9,"Amazon
3.9","Woodridge, IL",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
"$720 per week - Full-Time Warehouse Operator - $1,500 sign-on bonus",-1,"Warehouse Associate - $1500 Sign-On Bonus

Hourly pay rate:$15.00 - $18.00* plus a $1500 bonus**
The base pay for this role is $15/hr. Earn $3/hr extra for the 2:30am shift through Dec 31 2020.
* Limited-time Opportunity
Part-time and full-time hours are available.This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week.Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Location:Crest Hill

Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Training is provided, no experience necessary.

It's no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You'll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page .

Reasons you'll love working at Amazon:
$1500 sign-on bonus
Paid time off
401(k) savings plan
Holiday pay opportunities
On-the-job training and skill development
Employee Assistance Program

Check out what some of our employees have to say about their jobs:
https://www.amazondelivers.jobs/about/culture/

Candidates must be 18 years or older with the ability to understand and adhere to all safety guidelines and regulations.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us .",3.9,"Amazon
3.9","Oak Brook, IL",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Software Engineer,-1,"Software Engineer-AIT00039
Description

Prudential Financial is seeking a Software Engineer for the Global Technology organization supporting our Individual Solutions Group (ISG) businesses. This candidate will work with client management to identify and specify business requirements and processes for diverse development platforms computing environments e.g. host based distributed systems client server software hardware technologies and tools. Researches and evaluates alternative solutions and recommends the most efficient and cost effective solution for the systems design. Formulates logical statements of business problems and devises tests and implements efficient cost effective application program solutions e.g. codes and or reuses existing code through the use of program development software alternatives and or integrates purchased solutions. May give some direction and guidance to other systems analysts programmers. Prepares charts tables and diagrams to assist in analyzing problems utilizing various business scientific engineering and mathematical techniques. Analyzes existing system and programming logic to provide more efficient machine operations or to identify difficulties and revises the logic and procedures involved as necessary. Performs related duties as assigned or requested. May contribute towards application availability health checks and business continuation with a sense of urgency. May also assist with incident and problem resolution. Works independently receives minimal guidance. Acts as a resource for colleagues with less experience. Solves complex problems takes a new perspective using existing solutions.

Qualifications

Position Overview: Prudential’s Integration Team supports Annuities and Life Insurance business in enabling integrations of system where data is migrated, broadcasted, consolidated, aggregated and correlated. The team develops various patterns (API’s Microservices Stream Processors) and technologies (APIGEE, Spring Boot, Full/MEAN Stack, Message Broker, Kafka)

Responsibilities:

Working with various team in understanding business need, performing analysis and transforming them to testable components

Employ industry best practices to deliver world-class solutions. Ensure developed solutions remain compliant with all applicable Prudential standards, non-functional requirements and quality targets

Provide experienced software development skills to team and coordinate with other technical leaders across the organization

Drive software development activities to meet schedules and timelines

Thrive to ensure code quality is high supporting testing (component and integration tests) and automation

Research problems with a strong sense of ownership and develop solutions to address the problems

Stay abreast od emerging technologies and how they can be applied to Prudential

Enable change, help accelerate innovation

Demonstrating experience with taking intelligent risks and leveraging a “test and learn” mentality

Committed to a spirit of authentic partnership – to colleagues both internal and external to the organization

Qualifications:
Strong problem-solving and analysis capabilities
Clear, professional communications (listening, oral and written communications)
Strong relationship building and collaboration skills
Demonstrated track record as a team player

Preferred Qualifications:

Bachelor of Computer Science or Engineering or experience in related fields
Experience with agile development methodologies and Test-Driven Development (TDD)
Excellent problem-solving techniques
Ability to work independently with minimal guidance
Experience working on agile scrum teams or under a SAFe@ framework
A successful candidate will possess 5+ years of experience with the following:
Working knowledge of branching techniques and usage of Github or Bitbucket
Experience in distributed systems, object-oriented programming, design patterns and design methodology
Exposure to Kafka or a stream processor platform, desired but not required
Experience deploying applications to AWS, ECS, EC2 instances. Working knowledge of AWS Services such as Cloudwatch, CodeDeploy.
Experience with FULL/MEAN STACK a strong plus
Experience implementing service-oriented architecture (SOA) patterns
Experience with Web service technologies such as REST, JSON, SOAP, XML, JDBC, MySQL
Experience in JAVA/J2EE services using Spring Boot, Spring CLI, Maven, Microservice, multi-threading, Concurrency and parallel processing
Exposure to monitoring and logging techniques
Knowledge working with MongoDB or similar NoSQL database
Message Broker, desired but not required
Knowledge of Annuities and Insurance products a plus

Prudential is a multinational financial services leader with operations in the United States Asia Europe and Latin America. Leveraging its heritage of life insurance and asset management expertise Prudential is focused on helping individual and institutional customers grow and protect their wealth. The company’s well-known Rock symbol is an icon of strength stability expertise and innovation that has stood the test of time. Prudential's businesses offer a variety of products and services including life insurance annuities retirement-related services mutual funds asset management and real estate services. For more information please visit www.prudential.com.

Prudential is not accepting unsolicited resumes from search firms for this open position unless contracted with Staffing. Agencies must work with Staffing as the primary point of contact and follow the Prudential application process to be considered for business. All resumes submitted by search firms to any employee at Prudential via-email Internet or directly to hiring managers in any form without a valid written search agreement in place for that position will be deemed the sole property of Prudential and no fee will be paid in the event the candidate is hired by Prudential.
Note: Any search agreement entered into with Prudential before January 2004 is null and void. Search firms are essential to the recruitment and staffing efforts at Prudential and we value the partnerships we have built with our preferred vendors. Prudential has established and regularly maintains a preferred vendor list and even preferred vendors need to have a written search agreement signed by the Director Recruiting Programs Staffing at Prudential in place for the specific position in order for a fee to be paid for any candidate referrals.

Job Function Software/System Development
Primary Location United States-New Jersey-Roseland
Schedule Full-time
Travel No",3.7,"Prudential
3.7","Roseland, NJ",-1,10000+ Employees,1875,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
"$1,500 sign-on bonus + $720 per week Full-Time Warehouse Operator",-1,"Warehouse Associate - $1500 Sign-On Bonus

Hourly pay rate:$15.00 - $18.00* plus a $1500 bonus**
The base pay for this role is $15/hr. Earn $3/hr extra for the 2:30am shift through Dec 31 2020.
* Limited-time Opportunity
Part-time and full-time hours are available.This role puts you in control of your schedule. Choose the shifts that work best for you now. You will be able to adjust your schedule in the future, as needed. Work up to 40 hours each week.Shifts are 3-5 hours. Choose up to 10 shifts each week based on schedule and availability.

Your schedule will be based on availability and the preferences you selected in your application.

Location:Crest Hill

Job opportunities vary by location. We update postings daily with open positions.

Shifts:
Overnight, Early Morning, Day, Evening, Weekend

Training is provided, no experience necessary.

It's no small job to get every order from click to customer door. Our sort centers are the first stop on the journey from the warehouse. You'll be up on your feet moving and sorting packages between trucks.

Stay active during your workday in this fast-paced warehouse environment. Learn new skills and build your experience by doing a range of different types of work.
Sort, scan, stack packages on pallets
Get customer orders ready for delivery
Use technology like scanners, computers, and handheld printers

Health and safety are always a top priority for us. We continue to consult with medical and health experts, and take all recommended precautions in our buildings and stores to keep everyone healthy. Find out what Amazon is doing to provide a safe environment for employees at this time on our COVID-19 FAQ page .

Reasons you'll love working at Amazon:
$1500 sign-on bonus
Paid time off
401(k) savings plan
Holiday pay opportunities
On-the-job training and skill development
Employee Assistance Program

Check out what some of our employees have to say about their jobs:
https://www.amazondelivers.jobs/about/culture/

Candidates must be 18 years or older with the ability to understand and adhere to all safety guidelines and regulations.

Basic qualifications:
High school, GED, or equivalent diploma

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us .",3.9,"Amazon
3.9","Mooseheart, IL",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Full Stack Angular Developer,-1,"Full Stack Angular Developer
12064
Chandler, AZ
10/21/2020 9:26:00 AM

IT
Contract to Hire

Job Description
This position will enhance and support custom built applications from the database to the user interface.

We are looking for a contributing member to help with the effort in maintaining, enhancing and supporting applications utilized by our Courts and Tax/Licensing divisions. Collaborative, analytical, problem solver and effective communicator are essential skills for this position.

This position has the ability to convert to a full-time position*. Therefore, we are only accepting US citizens.

Responsibilities:
Strategic collaboration with cross-functional teams
Provides support, troubleshooting and upgrades for various software
Develops and supports interfaces between applications
Researches and maintains data integrity
Utilizes development tools to maintain applications, interfaces and reports
Uses systems architectural and design principles to plan, modify and implement solutions
Designs, implements, evaluates and facilitates systems tests
Ability to write technical documentation
Works with business teams to clarify system capabilities, application requirements, procedural needs and priorities
Assists in the review, re-engineering and development of business process and procedural requirements related to systems assigned and system requirements for enabling technology

Job Requirements
Minimum Qualifications:
4+ years hand on web development (Angular 4 or higher desired)
4+ years hand on development with middleware (NodeJS desired)
4+ years of database development (Oracle or SQL desired)
C# .Net nice to have
Experience with continuous integration and DevOps methodologies
Strong verbal and written English communication skills
Excellent analytical, problem solving and interpersonal skills
Experience with Ansible is desired
Business Analyst experience
Self starter",3.8,"IntraEdge
3.8","Chandler, AZ",-1,501 to 1000 Employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
