Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Sr Back-End Developer,-1,"JOB DESCRIPTION – Senior Back-End Developer
Summary/Objective

The senior-level Back-end developer will contribute to the innovation critical for the growth of NFocus. The Back-End Developer is responsible for the development of the server-side applications in a multi-tiered web application that take into consideration all aspects of modern application development including – performance, scalability, coding, caching, security, encryption, session state management, error logging and testing. Successful candidates will be self-starters and have a passion for software development. Collaboration with other team members, key departments outside of IT, and occasionally our customers is required, making good communication and interpersonal skills essential. Experience working in an Agile environment is a plus.

Essential Functions
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Evaluates and provides technical solutions to moderately complex application development problems based on architectural guidance
Assists in identifying functional requirements, gap analysis, and creating design documents.
Designs, prototypes and applies best practices for new and/or existing systems including the development of test plans
Programs moderately complex technical modules and applications
Works with management and architects to craft the best technical approach for the project at hand
Gathers requirements and estimates project work into cost models
Creates or modifies complex application software per specifications, on time and on budget in a quality manner
Completes high complexity tasks related to software development
Enforces unit testing, code, and documentation standards within the organization
Establishes priorities and executes to achieve results
Creates software release notes, support documents, and user documentation
Ensures proper version control of application software code
Performs troubleshooting, debugging and testing of application software
Resolves production support issues in a timely manner, occasionally including non-business work hours
Communicates effectively with manager, peers, and internal customers to relay status of work and raise challenges, concerns, questions, and issues as necessary
Collaborate with other senior developers and the architect to help author standard process and support related documents
Stays abreast of the new technologies and help articulate pros and cons to the management team
Mentors junior staff in appropriate technical and business skills and help coordinate their day-to-day tasks
Understands multi-tier architecture, distributed infrastructure and various network technologies to develop robust and scalable solutions for the organization
Configures and installs software and code in accordance to change management policies and procedures
Performs code reviews and design reviews in order ensure quality of deliverables and functional requirements are achieved
Performs other duties as assigned
Requirements:
Bachelor's degree (BA / BS / BFA) or equivalent preferred
5-8 years' working in a corporate or equivalent environment
4+ years of prior experience in application development with an emphasis on back-end development.
Competencies
Technical capacity
Problem solving/analysis
Initiative
Communication proficiency
Work independently as well as with a team
Time management
Core Technologies/Concepts Listed in Priority
.NET core (versions 2 and 3) WebAPIs
C#
ASP MVC .NET
T-SQL
Creation of web services using RESTFul best practices
Docker containerization
Multi-tiered Application Architecture
The ability to work in a team of developers of varied skill levels and expertise.
Full Stack web development
Optional Technologies
Git Source Control
Visual Studio/VS Code
Azure DevOps CI/CD Pipelines
Familiarity with TDD (Test Driven Development)
Familiarity practicing in an Agile/Scrum environment.
Cloud development experience
Supervisory Responsibility
This position has no supervisory responsibility currently.
Work Environment
This job operates in a professional office environment. This role routinely uses standard office equipment such as computers, phones, video conferencing, and printers.
Physical Demands
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.

While performing the duties of this job, the employee is regularly required to talk or hear. The employee is frequently required to sit for long periods of time; stand; walk; use hands to finger, handle or feel; and reach with hands and arms. The employee is occasionally required to stoop, kneel, crouch or crawl. The employee must frequently lift and move up to 10 pounds and occasionally lift and move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus.
Position Type and Expected Hours of Work
This is a full-time position. Days and hours of work are flexible Monday through Friday, 8:00 a.m. to 5 p.m. Occasional evening and weekend work may be required as job duties demand. Opportunities to add remote days are negotiable.
Travel
No travel is expected for this position.
Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Job Type: Full-time

Pay: Up to $50.00 per hour

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Experience:
.NET Core (version 2 and 3) WebAPI: 5 years (Preferred)
C#: 5 years (Preferred)
Work Remotely:
No",-1,NFocus Consulting,"Lancaster, OH",-1,-1,-1,-1,-1,-1,-1,-1
Software Engineer,-1,"*JOB DESCRIPTION*

*Name: *

*Job Title: * Software Developer

*Hours*: Monday – Friday 8:00am – 5:00pm

*Supervisor*: VP Operations

*SUMMARY*

The software engineer is responsible for the development of projects focused to increase productivity and profits of the company. This position requires a strong understanding of company’s goals to develop projects to integrate actual and future platforms.

*WORK ENVIRONMENT*

This job operates in a professional office environment. This role routinely uses standard equipment such as servers, computers, phones.

*PHYSICAL DEMANDS*

This is largely a sedentary role; some filing may be required. This would require ability to lift files, open filing cabinets and bend or stand, as necessary.

*POSITION TYPE AND EXPECTED HOURS OF WORK*

This is a full-time position. Days and hours of work are Monday through Friday; start time 8:00am end time 5:00pm.

*ESSENTIAL FUNCTIONS*
* Analyze actual architecture and define future requirements to achieve company’s goals.
* Develop projects to: * Improve customers experience.
* Increase warehouse productivity.
* Improve business analytics.

* Improve system quality by identifying issues and common patterns.
* Develop standard operating procedures
* Enhance applications by identifying opportunities for improvement, making recommendations, and designing and implementing systems
* Maintain and improve existing databases.
* Investigating and using new technologies where relevant.

*REQUIREMENTS*
* Bachelor’s Degree in computer science or equivalent experience.
* Scrum/Agile development methodologies.
* We are looking for someone with 5+ years of experience in the following software/tools: * *Programming languages: * C++, C#, Visual Studio, Java, etc.
* *Databases: * SQL Server, ODBC
* *ERP Systems: * Legacy and actual systems.
* *Business Analytics: * Power BI; Power Pivot
* *Services: *Experience with building APIs and services.
* *Automation: *Experience with build automation technologies like Maven, Jenkins, etc.

* Communication Proficiency
* Customer/Client Focus
* Collaboration Skills
* A high attention to detail
* The ability to multi-task and stay organized
* Critical thinking and problem-solving skills
* Ability to work quickly under pressure

*SALARY*

* Starting salary of $70,000 to $90,000 per year plus performance bonus
* Eligible for 24 hours of sick pay the first of the month following 30 days.

Job Type: Full-time

Pay: $70,000.00 - $90,000.00 per year

COVID-19 considerations:
To keep our employees safe we have an hourly santization crew member cleaning in high traffic areas. Tempatures are being taken before entering the building. Social distancing is enforced as well as wearing masks.

Experience:
* java: 1 year (Preferred)

Work authorization:
* United States (Preferred)

Company's website:
* www.tapiabrothers.com

Benefit Conditions:
* Waiting period may apply

Work Remotely:
* No",5.0,"Tapia Brothers Company
5.0","Maywood, CA",-1,201 to 500 Employees,-1,Company - Public,Casual Restaurants,"Restaurants, Bars & Food Services",$100 to $500 million (USD),-1
IT Solutions Designer (US)/Java Developer,-1,"About TD Bank, America's Most Convenient Bank®

TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at approximately 1,300 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J. To learn more, visit www.tdbank.com. Find TD Bank on Facebook at www.facebook.com/TDBank and on Twitter at www.twitter.com/TDBank_US.

TD Bank, America's Most Convenient Bank, is a member of TD Bank Group and a subsidiary of The Toronto-Dominion Bank of Toronto, Canada, a top 10 financial services company in North America. The Toronto-Dominion Bank trades on the New York and Toronto stock exchanges under the ticker symbol ""TD"". To learn more, visit www.td.com.

Department Overview

Building a World-Class, Diverse and Inclusive Technology Team

We can't afford to be boring. Neither can you. The scale and scope of what TD does may surprise you. The rapid pace of change makes it a business imperative for us to

Job Description

About This Role

We are looking for someone to lead the creation of a comprehensive end-to-end detailed solution with overall accountability for the technical design and delivery of the System Design Specification (SDS). You'll be exposed to stretch assignments as you take on large-scale, complex and/or enterprise-wide projects.

Meaningful work is fueled by meaningful performance and career development conversations with your manager. Here are the essential job functions of this position:

Develop and document a detailed solution design within SDS, impart your subject matter expertise throughout life cycle.
Participate in complex applications and systems development, programming.
Give solution options. bolster stakeholder support.
Collaborate with stakeholders on project estimates.
Produce top-notch functional, technical and user interface designs.
Take business, Enterprise Architecture, system performance and development standards requirements, then develop functional, technical and user interface designs for an application and/or system.
Consult on System Requirements Specification (SRS) development.
Review technical deliverables for quality throughout detailed design and development phase, identify gaps or redesign as needed.
Define metrics and performance goals with technology partners and peers.
Respect TD's technology delivery practices and standards, project management disciplines, business technology architecture, and risk and production capacity – this includes thorough project requirements, documentation, scope estimates, and costs.
Deliver effective and efficient solutions by meeting milestones and ensuring project deliverables are on time, within budget, and adhere to the corporate quality and security standards.
Find ways to keep costs low, help come up with strategic solutions to support cost effectiveness and enhance stakeholder experience.
Conduct code reviews to address quality, standards compliance, reusability and ease of maintenance, Operational Readiness Reviews, and support gating and review sign-offs for solution design.
Support knowledge management processes and ensure knowledge is codified, monitored, tracked and managed.
Ensure design leverages existing reusable components, traces back to business requirements, and that new modules are designed with reusability in mind.
Identify and address any issue that affects the integrity of the application (e.g. cross-capability/release issues).
Provide technical support to promptly resolve escalated incidents/outages.
Other duties as assigned • Driving Requirements: • Travel Requirements:

Job Requirements

What can you bring to TD? Share your credentials, but your relevant experience and knowledge can be just as likely to get our attention. Here are the minimum requirements for this position:

Undergraduate Degree or Technical Certificate.
5-7 years relevant experience.
Advanced and extensive knowledge of the business (or organization), technical environment, standards, processes, procedures, programming languages and operating systems.
Readiness and motivation (as senior or lead developer and valued subject matter expert) to address and resolve highly complex and multifaceted development-related issues, often independently.
Subject matter expertise in at least one area of discipline, seasoned in counselling clients and project teams on all aspects of research, analysis, design, hardware and software support, development of technical solutions and testing.
Proficiency in leading complex and comprehensive project plan development and can understand risks associated with third-party solution integration.
Strength in coaching and advising clients, partners and project teams.
Commitment to and belief in the quality of your deliverables.
Must be eligible for employment under regulatory standards applicable to the position.

Qualifications

Preferred Qualifications - Here are the preferred qualifications for this role:",3.9,"TD Bank
3.9","Farmington Hills, MI",-1,10000+ Employees,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
SAP Web Developer,-1,"SAP Web Developer

Job Details
Level
Experienced
Job Location
MO - Wentzville, MO
Position Type
Full Time
Education Level
4 Year Degree
Travel Percentage
Negligible
Job Shift
Day
Job Category
Information Technology
Description
RK Stratman Inc., a Harley Davidson licensee, is a global customized apparel provider that has been in the screen-printing industry for over 50 years. As a family owned and operated company, we take pride in who joins our team and are looking for people to grow within our business. We offer on the job training and resources to increase employee skillsets and promote growth. Come join a team committed to excellence and quality!

POSITION SUMMARY: The Web Developer is an exciting, new role that is responsible for the development and implementation of new software programs and features. This role will have the opportunity to tackle exciting and challenging projects, including the redesign of the company website to integrate a new ERP system. This position will receive on-site training with future consideration for remote work. If you have a background in web development and are a creative problem-solver, we want to hear from YOU!

Essential Functions and Objectives:
Designs, develops and implements new software programs and features.
Maintains and improves existing software.
Identifies, troubleshoots, and resolves site and application issues. Recommends and implements preventive measures to avoid future problems.
Recommends improvements to software and serve as a key collaborator in departmental initiatives.
Assesses and communicates issues of technological impact on business, measure and reports the level of service being delivered.
Collaborates across departments to identify and understand new website and application development needs.
Maintains knowledge of emerging technology and best practices in website and application design and development.
Qualifications
Education, Experience and Skills Required:
Expert knowledge of a ASP.NET MVC entity framework
Expert knowledge of Client-Side Scripting
Expert Knowledge of HTML5/CSS
Experience with SAP Business One integration/API
Experience with SAP Fiori apps
Experience with Umbraco CMS or similar products
Excellent UI/UX development skills
Solid software development process skills
IIS configuration, troubleshooting & administration, including security issues
SQL Server database design and implementation experience",3.7,"RK Stratman
3.7","Wentzville, MO",-1,201 to 500 Employees,1969,Company - Private,Miscellaneous Manufacturing,Manufacturing,$25 to $50 million (USD),-1
Principal Full Stack Software Engineer - .NET Core & React,-1,"Our team is building highly scalable systems that support millions, yes millions, of users.

As a Full-Stack Engineer, you will help bring our DIY website builder platform (SiteBuilder.com) to the next level. Our team works with cutting-edge web applications and micro-services in a high-volume SaaS environment. The focus is building APIs using .NET Core with a React frontend.

What you'll do:

Be an integral, embedded member of an agile team
Develop new web apps to extend the existing SiteBuilder platform
Create UIs that's place functionality at the fingertips of users
Work on highly scalable cloud-only applications
Be an active participant in code reviews and retrospectives
Work within a Services Oriented Architecture
Be involved with unit, integration, functional and performance testing
Use the latest tools to support your work
Drive quality on a product team utilizing continuous integration, continuous delivery, BDD, and TDD

Who you are:

7+ years working with the .NET stack and solid hands-on experience with .NET Core is a must
3+ years of hands-on experience with modern ES6+ UI development frameworks like React, Angular 4+ and or Vue
Understanding of Object Oriented programming and Task-based Asynchronous Programming
Extensive experience working with Entity Framework and Code First
Comfortable with build tools like Babel and Webpack
MySQL, MSSQL and other data storage technologies like Table Storage, Blob Storage, and Document DB a plus
** This position will be remote to start, onsite at our headquarters in Burlington in the future
Why you'll love us:

In this era of COVID-19, we believe in putting our employees first and keeping them safe. We were one of the first technology companies to make significant changes to our office environments and team interactions, including mandatory working from home and safety procedures to enter our office space. We are committed to not require any face-to-face interaction for our employees until the data shows it is entirely safe for our teams.
We celebrate one another's differences. Although we're proud of our culture of diversity and inclusion, we're working hard to strengthen and improve this culture. We have programs in place that bring us together on important issues, and provide educational opportunities for all employees.
You'll have opportunities to advance. We're fans of helping our employees learn different aspects of the business, be challenged with new tasks, be mentored and grow.
Join the experts.If you're passionate about supporting businesses of all sizes, you won't find a better spot to share your talent. We're dedicated to improving the quality of our product from a customer standpoint, and have a true desire to ""help the little guy/gals"".
We've got you covered.From 401k, generous PTO, tuition reimbursement, flexible work arrangements and excellent medical, dental, and vision - we're there for you!

REQUISITION # 4254

#INDENG

#LI-HK1",3.5,"Endurance International Group
3.5","Burlington, MA",-1,1001 to 5000 Employees,1997,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),-1
Software Engineer - Configuration Management & Version Control-,-1,"*Position: * SW Engineer with a thing for Configuration Management & Version Control

*Status: * Full-time

*Compensation Range: *Competitive salary dependent on experience

*Benefits: * Health/dental/vision/life insurance, 401k, and Paid Time Off

*Location: * Boulder, CO USA

*Who We Are: *

SHOTOVER Systems, headquartered in beautiful Boulder, CO, designs and builds high-end gyro-stabilized airborne cameras for blockbuster movies as well as augmented reality software and hardware solutions used by the military, television stations, and firefighters around the world.

*Job Overview: *

Our augmented reality software is deployed in hundreds of aircraft around the world and interfaces with radios, radars, direction finders, searchlights, cameras, downlinks, ethernet routers, and dozens of other systems -- with virtually EVERY SINGLE INSTALLATION being different. Different baud rates, different protocols, different serial ports, different touch screens using different drivers running on different versions of our software using different satellite imagery. Different everything. So when we need to replace a computer, or upgrade customer software… Well, it’s tough -- there are a lot of moving parts and we need to get them all correct or it’s not going to work.

Rather than have people manage this, software should. Software that you write and manage. Think rsync/git/SVN or docker/ansible/terraform. Your mission, should you choose to accept it, is to ensure every customer delivery is perfect -- that every DLL or shared object has the right version number, that every configuration file is correct, regardless of what software changes have been made, etc. It’s a big job, but you are up for it -- maybe you’ve held a devops position, written version control software, or have familiarity with large scale regression testing.

*Required Skills*

* C/C++, Python, Shell Scripting, familiarity with GIT/SVN

*Desired Skills*

* Linux and Windows System Administration

*

*Work Authorization: U. S. Citizenship, Permanent Residency, or other protected status under 8 U. S. C. 1324b(a)(3) is required for this position.*

*\*A background check is required as part of our hiring process. *

\*\*We are in the process of updating our name from Churchill Navigation Inc. to SHOTOVER Systems, Inc. so you may notice our website is still under the Churchill name.

Job Type: Full-time

Pay: Up to $100,000.00 per year

Benefits:
* 401(k)
* Dental insurance
* Flexible schedule
* Health insurance
* Life insurance
* Paid time off
* Vision insurance
Schedule:
* Monday to Friday

Work Location:
* One location

Visa Sponsorship Potentially Available:
* No: Not providing sponsorship for this job

Company's website:
* www.churchillnavigation.com

Benefit Conditions:
* Only full-time employees eligible

Work Remotely:
* No",-1,"SHOTOVER Systems, Inc.","Boulder, CO",-1,1 to 50 Employees,-1,Company - Private,Miscellaneous Manufacturing,Manufacturing,Less than $1 million (USD),-1
Full Stack Software Engineer - Remote Work Opportunity,-1,"Purpose and Scope

As a Full Stack Software Engineer at Tolmar Inc., you will be a member of the IT team in the Windsor, CO office, augmenting our development capacity by contributing high-quality code to the existing code base for our proprietary applications. You will work with other IT members in a collaborative environment to meet deadlines and improve the overall code quality.

Essential Duties& Responsibilities
Design, develop and test applications/components. You will deliver highly tuned, testable and optimized application and database code per spec and be expected to offer alternative approaches when reviewing requirements.
Collaborate closely with stakeholders, QA and infrastructure teams throughout all phases of the software and product development lifecycle.
Stay current on technology and domain trends, frameworks and cutting-edge technology.
Contribute to architecture and design decisions.
Implement third party products needed to support systems and applications, including development toolkits.
Analyze business operations to understand strengths and weaknesses and determine opportunities to automate processes and functions.
Be responsible for expanding the feature set of the platform in an extensible and scalable manner.
Own individual modules and act as the technical SME for them.
Get the experience of building products from scratch and taking them all the way to production.
Work with business and provide solutions to problems faced by customers.
Create logical data models based on functional requirements.
Perform quality assurance review of specifications for internal and external delivery.
Troubleshoot and provide technical support and solutions to users.
Prepare and update documentation for new or existing systems.
Monitor system effectiveness in satisfying user needs.
Perform other related duties, as assigned.
Education and Experience
Bachelor’s Degree required; Master’s Degree in Computer Science, Engineering or Information Technology preferred.
5+ years of full stack enterprise software development experience using Microsoft ASP Net Core (C#), SQL Server, Microservices architecture, WCF, XML/ Web services; RESTFUL APIs, CSS3/Bootstrap, HTML5, JavaScript, Angular, TypeScript and JSON highly desired.
Knowledge, Skills and Abilities
Experience working in a regulated industry (e.g. Pharmaceutical, Bio-Pharmaceutical, or Medical Devices) preferred.
ERP implementation, replacement or support experience
Strong desire to learn and grow professionally.
Proficient in both front and back end web development.
Experience in implementing responsive web application using Bootstrap framework is essential.
Highly proficient in writing T-SQL queries and stored procedures.
Experience in SQL Server SSAS, SSIS and SSRS preferred.
SharePoint development experience preferred.
Mobile development experience preferred.
Experience with SaaS / PaaS environments such as Azure is preferred.
Good understanding of software design patterns and object oriented design concepts.
The ability to take a project from scoping requirements through actual launch of the project as a team.
Strong analytical, problem solving and programming skills.
Strong knowledge in data structures and algorithms.
Good understanding of Computer Science fundamentals, object oriented programming concepts and web technologies.
Excellent verbal and written communications skills.
Experience communicating with other teams to collect requirements, review test cases and translate the product requirements to technical requirements.
The ability to work independently or as a team with the guidance of managers.
Ability to document the technical design and approach for the features developed.
Core Values
The Full stack software engineer is expected to operate within the framework of Tolmar’s Core Values:
Consistently operate with the highest standards of ethics and compliance.
Take ownership of your actions, success and setbacks.
Respect each other and understand that honest collaboration is at the heart of our company success.
Go the extra mile to make things happen.
Be committed to all we do and the patients we serve.
Embrace change with enthusiasm.
Strive to learn about and understand the needs of customers and patients, and take action with great speed and efficiency no matter the task.
Requirements
Full stack enterprise software development experience using Microsoft ASP.NET (C#), SQL Server, WCF, XML/ Web services; RESTFUL APIs, CSS3/Bootstrap, HTML5, JavaScript, AngularJS, TypeScript and JSON highly desired.
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",3.3,"TOLMAR
3.3","Windsor, CO",-1,501 to 1000 Employees,2007,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Senior SQL Developer,-1,"The Auctane Engineering Operations team is empowered with providing a world class software production system. This team ensures that our customers experience a fast and reliable system and provides our engineering teams with the tools to deploy, monitor, and maintain our production systems.

As a Senior SQL Developer and member of the Engineering Operations team, this individual is responsible for the research and planning, development, implementation, utilization, monitoring, and performance tuning databases, primarily MS SQL Server. They are also responsible for the integrity, efficiency, and documentation of the databases. They will establish and enforce written guidelines, rules, and standards.

Responsibilities:
Perform day to day and long-term monitoring of system health as it relates to database usage and performance.
Perform research into database performance issues and propose solutions to address those concerns.
Respond to requests for data from internal users in a timely fashion.
Perform regular database health checks.
Be in an on-call rotation to ensure 24-hour uptime and address after hours issues.
Required Education and/or Experience:
Bachelor's degree in Computer Science or a related field or equivalent years’ experience.
Five or more (5+) years in Database Design, Development, Transact SQL in Production, Development and QA environments.
Experience in fine tuning indexes for performance improvement.
Experience implementing data partitioning to improve performance.
Experience with very large databases (VLDB) in a 24-hour OLTP environment.
Experience with Amazon Web Services.
Skills and Knowledge:
Excellent analytical, Interpersonal and Communication skills, fast learner, hardworking and good team player.
Expert in database Performance Tuning and Query Optimization.
Expert in writing T-SQL, including complex stored procedures, functions, and views.
Knowledgeable of high availability and disaster recovery solutions with SQL Server Availability Groups and Database Mirroring.
Good knowledge of configuration management concepts, release management, change management concepts, industry standards and best practices.
Proficiency in writing documentation for processes and procedures.
Computer/Software/Application Proficiency:
Proficiency in security concepts as they relate to SQL Server.
Proficiency in day to day monitoring of system performance using tools such as SentryOne, Database Performance Analyzer, New Relic, and CloudWatch.
Proficiency with Data Warehouse concepts and implementation to provide reporting solutions for the organization. Experience with Data Warehouse platforms such as Redshift and reporting tools such as SSRS and Looker.
Proficiency in creation of SSIS packages for transferring data from various data sources such as PostgreSQL, SQL Server, Redshift, and text files.
Proficiency in using Excel to create Pivot tables.
Equal Opportunity Employer/Veterans/Disabled

If you are based in California, we encourage you to read this important information about the ShipStation Privacy Policy for California residents linked here.

#LI-JF1",3.4,"ShipStation
3.4","Austin, TX",-1,51 to 200 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
Software Developer Engineer in Test (SDET),-1,"Location: Carmel, Indiana or Eagan, Minnesota

Are you a devil’s advocate (in a good way!) and thrive on making code that already works even better? If you are, then consider being an integral part of MISO’s Software Development Team that creates high-quality products. MISO is hiring several Software Developer Engineer in Test (SDET) roles! Use your creative problem solving skills to apply a variety of techniques, and your unique experience, to review designs, analyze code quality and assess risk. You will perform as a developer with a focus on testing. Collaborate with developers and other stakeholders to define and achieve successful delivery of high quality software. Some of the responsibilities of a SDET include:

Participating in design and architectural decisions
Outlining expectations for unit and integration test coverage
Building, deploying, and managing test environments
Deployment and release strategies
Being proactive of QA practices

In order to be successful as a Software Developer Engineer in Test (SDET) we’ll need the following experience:

At least 5 years of experience as a software developer (Java, .NET/C#, and/or Kotlin, Angular), and have had responsibilities with a focus on testing
Competent with databases including SQL or NoSQL
Experience making code more testable, writing test frameworks, and automating tests
Champion testing, functional testing, and other continuous integration/continuous delivery (CI/CD) processes leading to superior quality products
Rest API’s
Test Driven Development (TDD) and Behavior Driven Development (BDD)

Appropriate level will be determined based upon experience and knowledge

Transformative innovation is happening in the electric industry; from digitalizing homes and distributed resources, to renewable energy and an ever-changing grid. MISO manages the electricity superhighway in the Central U.S. and through use of groundbreaking research and advanced technology, our highly skilled employees ensure power flows reliably to 42 million Americans. Operating the electricity grid, running a robust energy market, planning for a bright future – it’s what our immensely talented and dedicated team does every day.

MISO has adapted our recruiting and onboarding processes to accommodate the needs of our prospective employees in light of the current conditions. At MISO, we are committed to the health and safety of our employees while maintaining a reliable bulk electric system. We are proud to offer #workfromhome options to our employees. MISO offers a comprehensive benefits package available on your first day of employment. #stillhiring #hiring

Watch MISO's 90 Second Video",3.3,"MIDCONTINENT INDEPENDENT SYSTEM OPERATOR INC
3.3","Carmel, IN",-1,501 to 1000 Employees,1998,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
Software Engineer,-1,"If you enjoy designing, developing and analyzing hard logic problems, consider growing with our team of engineers who never shy away from understanding Windows or Linux OS internals such as processes, threads, synchronization, drivers, virtual memory, kernel objects, etc. At Fortego, you will embark on a journey of exciting, impactful & highly technical work with good people that treat you like family.

If you’re a developer with any of the following experience who can think outside-of-the-box, who aren’t afraid of breaking things, and who enjoy doing things in ways they aren’t supposed to be done, with a TS/SCI with a Polygraph, we encourage you to apply.
As an ideal candidate, you will have any of the following experience:
C, C++, x86 Assembly programming
Windows, Linux, Mobile, Embedded Systems
Strong knowledge of OS internals
Network experience (sockets, TCP, UDP, Wireshark)
Experience with build systems
Desired, but not required:
Python, Ruby experience
Reverse Engineering experience (IDA Pro, WinDbg, etc)
Kernel Development experience
Vulnerability analysis and exploit development experience
Required qualifications:
TS/SCI with a Polygraph
Minimum of 4 years of experience or a bachelor's degree
Looking for junior, mid, and senior level engineers
The benefits:
Rewarding your hard work: Referrals, sign on, profit sharing, quarterly awards… need we go on?
Generous training budget: Designed by you.
PTO that has your back: For the families and the unbounded adventures, from furloughs to inclement weather, we are there.
Top-notch health care and 401k package: If these drive you, this is your stop.
Something always going on: Team lunches, happy hours, fantasy leagues, game nights, homebrew competitions and monthly family events.
We support innovation: Got an idea? Want to learn something new? Whatever it is we will help see it through.
About Fortego
Fortego helps solve some of the most difficult cyber issues the world faces today. Our employees spend their working hours deep in the trenches handling the most critical and exciting challenges on the national security front. As for the other hours of the day, you will find Fortego employees kicking back and enjoying benefits that span from family activities to sporting events, supporting veterans in the community, and exploring new tech.

Fortego is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",5.0,"Fortego
5.0","Columbia, MD",-1,51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
