,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
602,Software Engineer ll - Stargate,-1,"AIS has an opening for a Software Engineer II in a growing team developing software tools for SIGINT processing. A full range of opportunities are available, including the development of user interfaces, back-end server components, and web site applications.

Roles and Responsibilities:
Work effectively in iterative engineering cycles with a geographically distributed team
Investigate and report on candidate technologies for use in software solutions
Collaborate with domain experts to capture new requirements and investigate challenge problems
Participate in technical exchanges with other programs as well as implement and support collaborative solutions
Take initiative on identifying, understanding and solving system problems
Implement solutions with the guidance of senior members of the development group
Required Education and Skills:
Bachelor's Degree in Computer Science or related discipline and a minimum of 2 years work experience or equivalent combination of education and experience.
Maintains DoD TS/SCI clearance required
U.S. Citizenship required
Minimum of 2 years Java development experience
The following skills/certifications are a plus, but not required:
Experience with ElasticSearch
Experience with web development frameworks
Experience with Git
DoD IAT Level I certification
EOE/AA Disability/Veteran",4.3,"Assured Information Security, Inc. (AIS)
4.3","Rome, NY",-1,201 to 500 Employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
603,"Lead Software Engineer, AutoML",-1,"About Alteryx


Alteryx develops software for data preparation and analysis, including a number of server solutions for model deployment, collaborative work on data, and scheduling of automatic data processing. We're revolutionizing data analytics by providing a complete end to end, self-service platform that allows users to get from business questions to business answers at incredible speeds. Why work for just any analytics company? At Alteryx, we are explorers, dreamers, and innovators. We're on a journey to build the best analytics platform in the world, but we can't do it without people like you leading the way.

About the Boston Office


The Boston Office was started earlier this year by the acquisition of MIT-spinout Feature Labs. This rapidly growing team combines the excitement of being part of a fast-paced, innovative startup with the resources, market penetration, and wisdom of the data analytics market leader. Forget the stereotypical tech companies of the past. Embrace the unconventional, exercise your imagination and help alter the future with Alteryx!

Overview


As a Lead Software Engineer on the AutoML team, you’ll be directly responsible for building a core machine learning library which powers Alteryx’s current and future products. You should be comfortable with the challenges of engineering systems for machine learning technologies, adept at software design and implementation, and readily able to solve complex challenges with mathematical dependencies.

Responsibilities
Maintain and improve the quality and performance of the AutoML package
Design, build and validate new machine learning pipelines
Author new features, from conception and design to implementation and testing
Integrate AutoML with other products and services
Promote a culture of rigorous software development practice and high quality standards
Mentor other engineers and promote technical leadership throughout the organization
Be part of a dynamic, friendly and ambitious team with technical influence throughout Alteryx and beyond
***The company will not provide sponsorship for work visas or other employment authorization for this position***


Requirements
Minimum 5 years experience as a software engineer
Experience writing production-quality code in Python
Experience with a broad variety of machine learning algorithms
Experience and interest in leading teams and managing projects
Experience with API design
Understanding of the math which powers machine learning and data analysis in general
Experience with data-related Python tools like NumPy, SciPy, Pandas, Scikit-learn, and Dask
Experience with debugging complex software issues and mathematical systems
Bonus
Experience with AutoML algorithms and products
Experience with performance testing machine learning systems
Experience building systems for distributed computation
Perks
100% company-paid medical, dental, and vision for associates
Health plans that cover your family and pets
Company matched 401(k)
Associate stock purchase plan
Paid time off: 3 weeks’ vacation, 5 sick days, 9 holidays, 3 floating holidays, and 20 hours volunteer time
100% paid parental leave
Tuition reimbursement
Wellness programs with up to $300 fitness reimbursement annually
Collaborative offices stocked with healthy snacks and drinks
Office events, catered lunches, and happy hours
#LI-JE1",3.6,"Alteryx
3.6","Boston, MA",-1,1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
604,Embedded Software Engineer,-1,"Position

The Embedded Software Engineer will act as the principal for the firmware component of a hardware design. They will work in unison with the hardware design team to create firmware and test system functionality. This is a challenging long term project that covers all aspects of what you can do with a microcontroller, this is not for an inexperienced firmware developer to learn how things work.


Required proficient Skills:

-Expert knowledge of embedded software and firmware development, including C and C++.
-Ability to read schematics and debug digital hardware using oscilloscope, logic analyzer, or similar tools for troubleshooting.
-Expert knowledge integrating software and hardware using embedded data bus protocols, UART,SPI,I2C for Microchip PIC controller
-Experience parsing and assembling of packets for use over the serial data ports on a system that has no RToS. examples: assembling UDP packets, decoding GPS NMEA data strings, etc
-Proficiency with Ethernet TCP/IP network communication
-Expert level experience with Microchip embedded tools
-Must be able to learn a large amount of material in a short amount of time


Qualifications

Bachelor of Science in Computer Science, Computer Engineering, Electrical Engineering discipline along with 5+ years of relevant experience and/or the equivalent combination.

Demonstrated subject matter experience.

Candidates must be eligible to work in the United States.
*Note: We are not able to sponsor or transfer any visas at this time.",-1,SareKon Inc,"Rochester, NY",-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
605,Software Developer - Full Stack,-1,"Who We Are

Tavour makes it possible to discover and access the highest-rated craft beers from all over the nation through our mobile app experience. We believe deeply in our mission to support independent brewers, bringing innovation and access centerstage for over 600 independent breweries and counting. We equip ourselves with bold, ambitious, and innovative thinkers to take on every challenge as a new opportunity. And yes, you could say we like beer.

Since our start in 2014, we have grown into an already profitable 8-figure startup that is reshaping an industry worth over $26B. We are looking for a Software Developer who is excited to take on engineering challenges to join us on our way to $100M+ in the next three years. This is a rare opportunity to join the early stage of an already profitable company.

What Were Looking For

We are seeking an experienced, talented full-stack Engineer to join the engineering team at Tavour in Seattle (or remotely). The right fit for this position is looking to tackle new engineering challenges at a company where your role has a direct and measurable high impact on the companys growth. You are

eager to design and build new features and products that are highly scalable. You are passionate about building the best solutions in a data-driven culture where we test everything and ground ourselves in every decision.

You will get to...
Architect, design and develop new web & mobile applications, tools, and services for Tavour ecosystem in Javascript, React, React Native, mySQL, AWS, and many others.
You will get to work on your deliverable end-to-end, from the UX to the deployment logic.
Create, improve and refine workflows and processes for delivering quality software on time and without incurring technical debt
Work closely with Tavour product managers, customer support representatives, and account managers to help the business move fast and efficiently through relentless automation.
You will do it by...
Youre part of an agile, multidisciplinary team. You bring your own unique skill set to the table and collaborate with others to accomplish your teams goals.
You prioritize your work with the team and its product owner, weighing both the business and technical value of each task.
You experiment, test, try, fail and learn all the time
You communicate with honesty, candor, and respect
You demonstrate a strong drive for both yourself and the team to achieve results
You will love it because

We believe in working from an environment that we genuinely enjoy.
Our office was picked and designed by employees, with a focus on creating an open and energizing space for everyone. Were located in the heart of downtown Seattle with 270° windows, a pup-friendly mentality, and a constant supply of, you guessed it, craft beer.
We support remote work 100% and have been working tirelessly to create a super friendly remote culture that rivals those of the physical office space
In addition, we offer a comprehensive benefits package that includes health, medical, and vision insurance, equity participation, an employer-matched 401(k) plan, paid time off, paid maternity leave, fitness membership reimbursement, and commuter/parking reimbursement.

To Apply

Please submit your resume and a blurb about yourself.

We are an equal opportunity employer and value diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Powered by JazzHR",4.7,"Tavour
4.7","Seattle, WA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
606,"Engineer, Upstream Process Development",-1,"Sutro has a unique capability that enables new molecular entities to be designed using a hybrid of synthetic and recombinant technologies to create best in class therapeutics in the oncology and auto-immune disease space. Our portfolio includes antibody-drug conjugates, bispecific antibodies, cytokine derivatives and other novel immuno-stimulatory approaches.

Sutro Biopharma, Inc. is looking for an engineer to join the upstream process development team. You will be working to develop new processes to maximize our technology and seamlessly transfer processes and molecules to both internal and external Manufacturing sites.

Responsibilities
Develop, optimize and scale up colifermentation and/or XpressCF+™ processes over a large range of scales (0.25L to 200 L) using a variety of techniques (fed-batch and continuous).
Author technology transfer documents and support other regulatory submissions (DMF, IND, etc.).
Represent process development to execute technical transfers to manufacturing facility and between manufacturing sites in the area of process support and provide guidance on process optimization.
Analyze data with a variety of tools and techniques, including JMP or other statistical software packages.
Interact with other departments such as Facilities, Manufacturing, Tech Transfer and Quality to facilitate process transfer and assist with any troubleshooting activities.
10% of domestic and international travel is expected.
Qualifications
B.S. or M.S. in biochemical engineering, life sciences, or a related discipline with at least 10 years (B.S.) or 5 years (M.S.) of process development and tech transfer experience in the biopharmaceutical industry.
Strong understanding of microbial recombinant protein expression processes (fermentation, centrifugation, cell disruption).Significant experience with fed-batch fermentation expected. Experience with continuous fermentations helpful.
Significant hands-on experience with stainless steel fermenters, CIP, SIP, medium sterilization method is preferred. Familiarity with process control loops and associated instrumentation is a plus.
Knowledge of statistical design of experiments, advanced data analysis, process validation, and Quality by Design concepts is expected.
Extensive experience in fermentation scale-up to pilot and commercial scale under cGMP environment.
Proven track record of excellent communication, both verbal and written, and the ability to build and maintain relationships with partners, customers, and collaborators.
Sutro provides a competitive benefits package that includes a choice of health, dental, and vision insurance, life insurance, flexible spending accounts, 401K plan, PTO, and stock options.

Please submit resume for Req. #2048 to jobs@sutrobio.com. Please visit our website at www.sutrobio.comfor more information. Local candidates, SF Bay Area.

Salaries listed on jobsites may not be representative of salary ranges at Sutro Biopharma.

Please be advised, inquiries or resumes from recruiters will not be accepted.",4.3,"Sutro Biopharma
4.3",United States,-1,51 to 200 Employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
607,Staff Engineer - Molding & Tools Operations,-1,"Job Description Summary
With limited direction from the Sr. Manager, Mold/Tools Operations, Staff Engineer – Molding & Tools Operations leads the development of manufacturing process technologies with specific focus on tool design for BD Diabetes Care products. Also, supports new product introductions with concept development, prototyping and commercialization of new equipment technology. Supports manufacturing plants in cost reduction, standardization and equipment upgrade projects. Works closely with R&D and manufacturing plants to implement manufacturing technologies.

Job Description

Molding & Tools Operations / Manufacturing Process Technology

Leads development and design of high volume production tools and processes (primarily injection molding), including pilot production, process feasibility, optimization and validation. Knowledge of various assembly techniques and types of platforms and packaging is plus.
Leads design, built and validate high cavitation tools using different types of hot runner systems, gating technology for plastic parts with very tight tolerances.
Leads the efforts on developing new solutions in high cavitation tool and hot runner design for small and intricate plastic components with high capability requirements.
Leads the purchase of production equipment. Develops the specifications and acceptance protocols.
Leads the management of vendors in the design, development and implementation of manufacturing equipment.
Leads the application of six-sigma and lean manufacturing methodologies in projects to optimize manufacturing equipment.
Develops molding processes by following scientific injection molding principles, designing and/or performing DOEs, data analysis, preparation of reports, and providing recommendations.
Leads project’s manufacturing & tooling strategy from technical as well as business needs stand point.
Applies BD-standardized manufacturing technologies, practices and protocols.
Supports the manufacturing plants in cost reduction, standardization and equipment upgrade projects.
Provides input into department strategy.

Knowledge & Problem Solving

Applies extensive and in-depth technical expertise in a manufacturing process technology and has extensive knowledge of other related process technologies. Develops technical solutions to complex problems which require the regular use of ingenuity and creativity.
Guides the successful completion of major manufacturing initiatives and may function in a project leadership role. Erroneous decisions or recommendations would typically result in failure to achieve major objectives.

Discretion / Latitude

Work is performed without appreciable direction. Exercises considerable latitude in determining technical and business objectives of assignment.

Liaison

Represents the organization as the prime technical contact on contracts and projects. Interacts with senior external personnel on significant technical matters often requiring coordination between organizations.

Project Management

Manages complex projects to design, prototype, build and commercialize manufacturing process equipment. Initiate, plan, execute, monitor, control, and close these projects.

Cross Functional Collaboration

Works with product design and development teams to ensure robust manufacturability of new products and to estimate capital and product costs.
Works with diverse functions and manufacturing sites to achieve project goals.
Collaborates with teams of engineers and technicians and coordinate resources to achieve project and business goals.

Other Responsibilities

Provides status reports to management in a timely basis.
Follows division policies and guidelines
Other duties as assigned.

Qualifications:

Experience & Education:

Requires minimum B.S. Plastics/Mechanical or other relevant engineering discipline plus 7+ years of experience in all areas of Plastics Engineering with focus on medical device design, high cavitation tool design, molding process development using scientific injection molding principles, molding technology sensing, evaluation and implementation, project management and the design / implementation of manufacturing equipment / processes. Experience in the area of Medical sterile disposable devices is preferable. Experience in working with equipment suppliers and all levels of manufacturing plant personnel.

Knowledge, Skills and Abilities:

Must understand the overall project and business requirements and recommend manufacturing strategy to support successful product launches with potential annual sales in the range of $40 - $400 million.
Strategic grasp of manufacturing best practices, state of the art and latest manufacturing technology in the plastic molding area.
Experience in sensing, developing and implementation of new technologies in plastics injection molding tools, processes & platforms, hot runner designs and product handling.
Ability to work and influence decision-makers across multiple sites/levels of manufacturing sophistication.
Knowledge of the interrelationship of Manufacturing Operations and Finance, Quality, Regulatory and Supply Chain in an FDA/ISO regulated environment. Experience in interfacing with these functions to achieve objectives.
Experience in preparing equipment specifications, capital appropriations and process validation documentation.
Enhanced skills & abilities:
Executes responsibilities with a large degree of autonomy requiring minimal day-to-day oversight by immediate supervisor.
Interpersonal savvy to engage and gain the support of associates in various positions of responsibility and in various functions within BD worldwide. This includes associates in these functions who occupy positions of authority that is equal to, greater than or less than the incumbent. Ability to clearly communicate value proposition of new technologies, designs, project plans and resource requirements to gain the support of these individuals.
Enhanced complexity with the ability to deal with a wide variety of processes such as molding (micro molding), assembly (electro-mechanical, plastic components etc.), inspection methods, packaging and sterilization of which any combination must meet the integrated requirements of medical use, chemical / biological compatibility, manufacturability, and acceptable cost.
Enhanced influence and authority representing BD when interfacing with external vendors / suppliers as designs and processes are developed/finalized and capital equipment is purchased.
***Candidates can be located out of any domestic BD location. Candidates located out of our Franklin Lakes, NJ location would be preferred
#LI-PRO

Becton, Dickinson and Company is an Equal Opportunity/Affirmative Action Employer. We do not unlawfully discriminate on the basis of race, color, religion, age, sex, creed, national origin, ancestry, citizenship status, marital or domestic or civil union status, familial status, affectional or sexual orientation, gender identity or expression, genetics, disability, military eligibility or veteran status

Primary Work Location
USA NJ - Franklin Lakes

Additional Locations
USA CA - San Diego TC Bldg C&D, USA CA - San Jose, USA CT - Canaan, USA GA - Covington BMD, USA IL - Carol Stream, USA IL - Vernon Hills, USA MA - Andover, USA MA - Woburn, USA MD - Sparks - 7 Loveton Circle, USA NC - Research Triangle Park, USA NE - Columbus (West), USA NE - Holdrege, USA RI - Warwick, USA SC - Sumter, USA TX - El Paso - Northwestern Dr., USA UT - Salt Lake City, USA UT - Sandy

Work Shift",3.7,"BD
3.7","Covington, GA",-1,10000+ Employees,1897,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),-1
608,Sr Software Engineer,-1,"Sr Software Engineer

Springfield, VA

Top Secret

National Security

Job Description

ENSCO, Inc., is seeking a Senior Software Engineer with current working knowledge in mobile/cellular platforms, reverse engineering, and system security/vulnerability. Candidate must understand the mobile system internals to include the kernel, sub-components, memory management, security architecture, and internal APIs and must be capable of tearing apart mobile operating systems, identifying vulnerabilities, and writing Proof of Concepts (PoCs). The candidate will work closely with other developers and government personnel to research and develop tools for community usage.

Candidate must work collaboratively in an Agile team environment and respond to frequent customer requests.

All work must be performed at the specified government facility

Qualifications Required (Skills)
5+ years writing C/C++/Objective-C
3+ years of experience reading/modifying assembly (x86, x64, ARM, or others)
5+ years of experience developing or analyzing mobile operating system internals
5+ years of experience with modern binary exploitation techniques, mitigations, and defeats
Demonstrated ability to discover and exploit 0day vulnerabilities
Experience in reverse engineering using disassemblers such as IDA Pro or Ghidra
AN ACTIVE TOP SECRET SECURITY CLEARANCE WITH THE ABILITY TO OBTAIN A POLYGRAPH IS REQUIRED TO BE CONSIDERED FOR THIS POSITION, FOR WHICH YOU MUST BE A U.S. CITIZEN. YOU WILL NOT BE CONSIDERED FOR THIS POSITION IF YOU DO NOT MEET THIS REQUIREMENT
Qualifications Desired
Use of SVN or Git
Worked on an Agile development team (Scrum, Kanban)
#LI-KM1

Req ID

1862BR

Internal Position Title

Sr. Software Engineer

Employment Status

Regular Full-time

General Education/Years of Experience

BS or equiv; min 5 yrs related exp

U.S. Citizenship

Yes

Background Check Type

7 year

Drug Screen Type

None

Export Control and Licensing

None

Contract Award Contingency

No

Recruiter

Kierra McDonald

Division Description

The National Security Solutions (NSS) Division provides security solutions for the United States government. NSS employees offer a multi-disciplinary approach to solve some of the most challenging technical problems in complex operational environments. Our areas of expertise are in sensor development and integration; chemical, biological and geophysical phenomenology; software applications and modeling; and operational applications of technology.

Key customers include the Department of Homeland Security, the Department of Defense, and the Intelligence Community.

Strength in Diversity

ENSCO, Inc. and its wholly owned U.S. subsidiaries are equal opportunity/affirmative action employers, committed to diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, sexual orientation, national origin, disability, or protected veteran status, or any other protected characteristic under state or local law.",3.6,"ENSCO, Inc.
3.6","Springfield, VA",-1,501 to 1000 Employees,1969,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
609,Automation & Controls Engineer,-1,"Overview:

About the Position:

Lead automation activities for all manufacturing lines within the company and ensure that the Automation/Controls engineering activities meet the company's objectives. Manage the automation systems and help with control system design, specification and commissioning.

The role includes developing and improving new and existing equipment used in the manufacturing process. It will also include upgrading existing equipment where the control system has become obsolete.

Salary range $83,000-105,000/yr

Benefits of Working With Us:

We offer a casual atmosphere and family oriented culture. Our benefits package is comprehensive including medical, dental, vision, 401k with match, life and AD&D insurance, disability insurance, shopping discount program, employee assistance program, and more! We even buy lunch for our plant employees through our meal card vending program! Sound good to you? Come join our team!

Responsibilities:

Essential Functions:

Must be a hands-on engineer to install new equipment throughout the plant.
Project management of Automation projects ensuring that projects are delivered on time, within specification and within budget
Project management of external automation companies
The position will be responsible for control system design, specification, programming, testing and start up assistance
Implement code changes under change control
Investigate and provide technical advice and support to production, maintenance, and other engineering disciplines
Support operations with technical queries
Partner with different disciplines to deliver projects
Development of machine design control systems including servo motion and high speed device integration
Responsible for day to day maintenance, new project implementation and system reliability for all plant automation systems
Responsible for support of automation data collection and reporting systems, network systems and automation system security
Responsible to stay abreast of new technologies to avoid equipment obsolescence
Develop new production efficiencies, design and install system and equipment to achieve the efficiencies
Serve as a resource that removes barriers and help maintenance and production excel in all aspects of process improvement and variation reduction
Qualifications:

Education, Experience, and Skills

Bachelor Degree or equivalent in Electrical Engineering, Industrial/Manufacturing/Controls Engineering, or Computer Science.
Minimum of 5 years’ experience working with automated control systems within a high volume manufacturing operation.
Must have extensive experience in PLC’s, HMI’s, and SCADA
Control systems and related, including:
Siemens: S5 & S7
Allen Bradly: Controllogix, RsView, Factory Talk SE/ME, Rockwell Historians, Rockwell Vantagepoint
Wonderware
SQL
C/C++
Servos, VFD’s, and related
Project management, process engineering, system specification, costing, commissioning, maintenance, commissioning schedules, tracking of costs and extras, supervision of contractors, spares management.
Must possess excellent verbal and written communication skills

Physical Requirements:

Ability to interact effectively with employees and other individuals.
Ability to function effectively with moderate to high levels of stress in a demanding and dynamic environment.
Able to wear prescribed personal protective equipment and appropriate clothing.
Lift up to 50 lbs.
Effectively read, write, speak, and communicate in English fluently.
Ability to sit and stand for extended periods of time. Ability to walk, bend, climb, crouch, lean, reach, and other physical movements as required to effectively and efficiently perform duties.
Work in conditions typical of a manufacturing environment, including noise, extreme temperatures and humidity, odors, dust, etc.
Effectively use a computer, monitor, keyboard, mouse, as well as commonly used and specialty software to complete necessary functions.
Finger dexterity, visual acuity, discernment of sounds, color, and texture.
Must be able to use tools, equipment, machinery, etc.
Must be reliable and dependable.
Must have the physical and mental ability to drive a standard forklift successfully. AWIP will certify.
Ability to travel by automobile, airplane, and other modes of economy class public transportation are required.

Working Environment:

While performing the duties of this job, the employee is regularly exposed to work near moving mechanical parts, dusty conditions, high noise environments, chemicals used in the process, and extreme temperatures. The facility is an industrial manufacturing plant.

AWIP is a drug free workplace.",3.0,"All Weather Insulated Panels
3.0","Vacaville, CA",-1,51 to 200 Employees,2007,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1
610,SENIOR SOFTWARE ENGINEER,-1,"JOB SUMMARY: *
We are looking for a Senior Software Engineer to join our Host-side Software Development Team. This is a full-time job located at our Camarillo, CA facility. This team provides software products, tooling and libraries which simplify the user experience augmenting our embedded servo products, while adding functional value to the design and integration of motion systems.
PRIMARY RESPONSIBILITIES
The Senior Software Engineer is a key contributor within our Host-side Software Development Team partaking in the design, architecture, and development of advanced software solutions, and providing high levels of system support. This individual adheres to the company’s software solutions while following industry best practices surrounding SDLC. Must be able to interpret and articulate business needs and demonstrate competency in providing business solutions. Must be able to work independently and on a team.

· Commitment to excellence in designing, coding, testing, debugging, configuring, and documenting software.

· Provide project-scope technical leadership within the Software Development team.

· Collaborate with Product Management group, Hardware Team and Firmware Team to clarify the requirements and to translate business requirements into technical specifications.

· Contribute high quality, effective, maintainable and updatable code through the company’s software release cycles.

· Effectively estimate project work and communicate issues and risks that might impact development timeline, budget or resources.

· Consistently deliver projects on time and on budget.

· Consistently apply generally accepted programming standards and techniques to assure efficient program logic and data manipulation.

· Conform to and improve our Software Development Life Cycle.

· Diagnose and resolve software problems quickly and efficiently.

· Create and maintain Unit Tests along with relevant mocked data.

· Perform validation and verification testing.

· Give and receive thoughtful feedback for proposed code changes (via the code review process that has been established).

REQUIRED QUALIFICATIONS
· 8+ years experience developing software.

· Experience in all areas of Software Development: including designing, coding, testing, debugging, configuring, and documenting software.

· Expert Object-Oriented Analysis and Design skills.

· In-depth knowledge of C++ programming on Windows platform.

· Experience with MFC/ATL/STL.

· Excellent problem solver.

· Ability to work on multiple projects simultaneously.

· Good communications skills.

· Minimum education: Bachelor’s Degree in Computer Science, Electrical Engineering or equivalent.

· We are ITAR Registered. Hired candidate must be a US Citizen or Lawful Permanent Resident.
DESIRED QUALIFICATIONS
· Experience developing code for servo motor motion control.

· Working knowledge of interfacing with hardware/firmware over USB, RS 232/485, CAN, and/or TCP/UDP.

· Experience with .Net/C# development.

· Experience with Git and Team Foundation Server: version control and workflows.

· Familiarity with agile software development.

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
developing software: 8 years (Required)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)
Company's website:
www.a-m-c.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",1.3,"ADVANCED MOTION CONTROLS
1.3","Camarillo, CA",-1,51 to 200 Employees,1986,Company - Private,-1,-1,$25 to $50 million (USD),-1
611,Web Developer,-1,"JOB SUMMARY: The Digital Marketing Specialist plays a key role in the successful planning and implementation of multi-channel marketing strategies for LifeBridge Health. This position will help create innovative ideas that tie web, mobile, email, search, social and traditional advertising together to provide solutions based on consumer insight and data.

REQUIREMENTS: Basic professional knowledge; equivalent to a Bachelor's degree; working knowledge of theory and practice within a specialized field; 5-7 years experience; Microsoft Office Suite; Basic computer skills; Standard office equipment; HTML, CSS, Javascript, SEO techniques; Email marketing; Proven experience in digital marketing; Analytics; Critical thinking skills.

Location: LifeBridge Health, Inc. · MARKETING
Schedule: Full-time, Day shift, 8:00AM-4:30PM",3.2,"LifeBridge Health, Inc.
3.2","Owings Mills, MD",-1,10000+ Employees,1998,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1
612,Sr. Software Engineer (Python),-1,"SENIOR SOFTWARE ENGINEER - Python/Node.js*
_(Top Secret - TS/SCI Clearance Required!)_
BigBear, Inc.* is an industry-leading provider of big data computing and analytics solutions. We help people make sense of their data using our cloud-based platform and big data processing algorithms. Each day, we crunch massive volumes of structured and unstructured data into usable and actionable information for our customers. We currently have offices in Reston, VA., Charlottesville, VA., and San Diego, CA.
REQUIRED: *
5+ years of professional software development experience (MINIMUM)*
Solid experience with Python/ Django, Node JS, or Flask.
Solid experience with PostgreSQL.
Solid experience in Linux environment.
Solid experience with data modeling, business logic, and RESTful APIs.
Experience with NGINX and SSL.
US Citizenship and TS/SCI US Security Clearance.
BS/MS in Computer Science or related field or equivalent military experience.
BONUS SKILLS: *
Experience working in an Agile/Scrum development process.
Experience with deployment automation in Amazon Web Services.
Experience with Django Framework.
Experience with geospatial toolkits including GDAL and PostGIS
Experience with high volume data flow.
Solid experience with Amazon Web Services (EC2, S3, SQS, RDS).
TECHNOLOGY WE USE: *
• ElasticSearch
• PostgreSQL
• Python - Django
• Java
• AWS
• Docker
• Git
• Angular, React
• Jenkins
Our Company: *
BigBear, Inc.* is a software development company with locations in San Diego, Washington DC, Charlottesville, and Reston, VA. Our mission is to enable big data computing and analytics for our customers at a low cost. We leverage capabilities such as machine learning, crowdsourcing, geospatial image processing, and Extract-Transform-Load (ETL) data processing using our on-premise cloud computing technology stack. Our solutions provide a unique offering of products, custom-built software, and services focused within Big Data Analytics, Geospatial Information Systems (GIS), Visualization and Cloud Computing to our Department of Defense, and Commercial customers. We currently have exciting and challenging career opportunities for talented, motivated individuals who want to be part of a fast-growing company.
Our Team: *
We like to play with new toys and technologies. We like to break things to see if we can put them back together again in a better way. Our tails wag when we hear the words Big Data, Geospatial or Machine Learning. Each team member provides a unique set of advanced technical skills and trade that contributes to our overall success.
Perks/Benefits: *
· 100% employer-paid for Medical, Dental, and Vision insurance (PPO)
· A competitive salary based on experience
· Flexible Spending Account (FSA) - optional
· 401(k) with dollar-for-dollar match up to 6%
· A warm, cozy office with actual chairs and tables
· Life and Disability Insurance 100% paid for by the company
· Education Assistance
· 529 College Savings Plan - optional
· Healthy Rewards Program
· Pre-paid Legal & Identity Theft Protection - optional
· Gym Reimbursement
· Pet Insurance - optional
· A shiny magical machine that does wonderful things
· Flexible Hours
· Unlimited Coffee, Drinks and Snacks
· 6 WEEKS of Paid Time Off (PTO) on top of 11 Paid Holidays!
BigBear is an Equal Employment Opportunity Employer/Veterans/Disabled *
Job Type: Full-time

Pay: $110,000.00 - $145,000.00 per year

Education:
Bachelor's (Preferred)
Location:
Washington, DC 20032 (Required)
Security Clearance Required:
Top Secret (Required)
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Parental leave
Professional development assistance
Tuition reimbursement
Schedule::
Monday to Friday",4.4,"BigBear, Inc.
4.4","Washington, DC",-1,51 to 200 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
